System Time (s),ROS Header Time (s),Camera Number,Fiducial ID,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W
1740164221.6938741,1740164221.6840758,1,3,-0.008294572042328781,-0.08375811958926366,-0.10641652444472473,-0.05653498176208361,-0.1703814033590733,0.06573218554702302,0.9815565460072921
1740164221.7109392,1740164221.70039,1,3,-0.013984221578077178,-0.0367116548162856,-0.047696810429693676,-0.02453588627442635,-0.15679861313438398,0.0630407761722429,0.9853111415910526
1740164221.7264254,1740164221.7173524,1,3,-0.013467257741673904,-0.033081492096008615,-0.043065574899643154,-0.022162655625829045,-0.1366772794090429,0.049983304917144054,0.9891055591889639
1740164221.7431722,1740164221.7337604,1,3,-0.012406013144722993,-0.03208842297970675,-0.0416848638726331,-0.022005937631420627,-0.12937051667242686,0.04784254088185762,0.9901970003018788
1740164221.760248,1740164221.7506773,1,3,-0.011284703321837968,-0.0310012405988547,-0.040183631794517186,-0.021692147980571872,-0.12121535097989455,0.04523925768371915,0.9913575031072475
1740164221.7768607,1740164221.76729,1,3,-0.010040159869597129,-0.030305407390320258,-0.03917353605706701,-0.021474040963457886,-0.11187335775658654,0.04212201452892546,0.9925970749911525
1740164221.7933235,1740164221.7838778,1,3,-0.008803072849680028,-0.029115473585173305,-0.037552821149539665,-0.02095505652524312,-0.10249755041786147,0.039023017370066033,0.9937466185500694
1740164221.8105814,1740164221.8007305,1,3,-0.007495822691225176,-0.028131071997455518,-0.03619366352570906,-0.020523469507245058,-0.09200527034242582,0.03542125643009515,0.9949166558167151
1740164221.8266163,1740164221.8172534,1,3,-0.006193567019695432,-0.026957427786088273,-0.03460824720233778,-0.02008576681708868,-0.08134659625670025,0.03160425286850591,0.9959821607084349
1740164221.843487,1740164221.8338723,1,3,-0.004880226767441029,-0.02577447646993452,-0.03302121670813658,-0.019363111304308664,-0.07041882819557897,0.02786575094814633,0.9969401980461388
1740164221.8600814,1740164221.8507497,1,3,-0.0035992242206879755,-0.024439555346379104,-0.03126176306541281,-0.018551602127033065,-0.05941049439999807,0.02384005596335486,0.9977764694285651
1740164221.8767993,1740164221.8673208,1,3,-0.0023562341677772908,-0.023057819861076165,-0.02945324096914432,-0.01771329587582821,-0.048529692211071875,0.019856953085927297,0.9984672300768099
1740164221.8936338,1740164221.884335,1,3,-0.0012327612770356197,-0.021141514870128268,-0.0269872120710094,-0.016626918243263056,-0.03780557214683073,0.016004301061737822,0.9990185917448723
