Time (s),Cam3 Fiducial ID,Cam3 Position X,Cam3 Position Y,Cam3 Position Z,Cam3 Rotation X,Cam3 Rotation Y,Cam3 Rotation Z,Cam3 Rotation W
1723898407.0660307,0,4.3653196773811536e-05,1.6150499158983745e-06,-0.0001224008258966928,0.0003205833046893089,-1.98086675355052e-05,4.18354919201267e-05,0.9999999475418752
1723898407.087356,0,5.2062000516097254e-08,1.301138061551653e-06,5.1743061695396875e-06,0.0008234207791982011,-4.262129768441328e-05,0.00016841058365083732,0.9999996458996977
1723898407.1095707,0,4.703621215495345e-05,2.4696606060182793e-06,-0.00012226918849003274,6.958398869482525e-07,7.813349523581549e-06,-4.152720270393835e-05,0.9999999991069795
1723898407.1324985,0,3.866935283454922e-05,4.608975886425309e-06,-9.982731114392637e-05,0.00042521538195388394,8.77615388921152e-05,9.581438624818197e-05,0.9999999011546925
1723898407.153423,0,-3.032729394406662e-06,2.616964575468866e-06,1.351360068412587e-05,0.000491006447068025,-1.4052009261069969e-05,0.00010156760624016928,0.9999998741996077
1723898407.177024,0,-4.7131150122588236e-05,1.3824902952281559e-06,0.00013532298605270742,0.0005254046581168495,-8.968967682067579e-05,0.00017133042531510513,0.999999843275784
1723898407.199926,0,-3.340499745225768e-05,1.3795718979101696e-06,9.215665895637422e-05,0.0001951487190297023,-7.917378343206335e-05,7.14664651095223e-05,0.9999999752705165
1723898407.2225926,0,-1.5811537366076236e-05,2.4715075408897173e-06,3.977836859529305e-05,0.0002804846561052178,-7.781957415478385e-05,0.00011266973666891733,0.9999999512889999
1723898407.2449322,0,2.880309717551546e-05,3.8014813769045907e-06,-8.598630714533873e-05,0.00037516579367845277,-0.00012628920415396524,0.00013990705190252578,0.9999999118638366
1723898407.268157,0,9.88401492235627e-05,4.889530680103345e-06,-0.00027340727392504994,0.0005455598070247315,5.766046297990134e-05,0.0001504245281470379,0.9999998382061015
1723898407.294109,0,1.3423479059518304e-05,2.51176483276551e-06,-3.675378333669704e-05,0.0002935544774973641,-3.839638132574405e-05,7.204474312999372e-05,0.9999999535805197
1723898407.3184218,0,2.0253296773227504e-05,1.7862447390110111e-06,-5.087923845973026e-05,0.0002309171043592806,5.1681770726848886e-06,3.894163971463743e-05,0.9999999725670644
1723898407.3451471,0,7.68698065950455e-05,3.4099883280096638e-06,-0.0002035267942464375,0.0008238380807772255,0.0001337326200091329,0.00020596551208123198,0.9999996304922372
1723898407.3697352,0,7.734380744137469e-05,5.671395332831562e-06,-0.00020370175546859933,0.0004351854407751176,3.574478710202388e-05,0.00011875691089256534,0.999999897616364
1723898407.3955812,0,4.634290062975297e-05,3.7939206509138456e-06,-0.0001221381824713588,0.00038020257565367756,7.950879501052872e-05,8.984887385571444e-05,0.9999999205257633
1723898407.4199564,0,2.4198372363669705e-05,1.7215276344916978e-06,-7.514647156499466e-05,0.00011532067516080782,-0.00012518678668451148,8.651596919423357e-06,0.99999998547728
1723898407.4422586,0,-7.32555634438378e-05,9.07683260409664e-07,0.000189295116070745,7.121765440588015e-07,-0.0003941253280357056,1.149267954153525e-05,0.9999999222663155
1723898407.4674635,0,4.430133803205824e-06,2.3625409037817615e-06,-2.03663964259835e-05,0.00033804460689264515,-0.00010700587683475434,8.564493683076491e-05,0.9999999334702632
1723898407.489029,0,3.4855798067027717e-06,1.8293498014794803e-06,-6.422231387593991e-06,0.0003643327030335565,-7.494553320899868e-05,3.670315870388003e-06,0.9999999308156863
1723898407.5160208,0,9.334242830853887e-07,1.3788033152205779e-06,3.8132256566557133e-06,0.00028012207138167845,5.331735715020417e-05,8.482820692421871e-05,0.9999999557465289
1723898407.539592,0,-5.361570475026904e-05,-1.2039293098829414e-06,0.0001537184331756267,0.00017061610051146556,-0.00010381210788746413,1.6727284562870217e-05,0.999999979916695
1723898407.5674982,0,-3.137102647407351e-05,-1.546995851366641e-06,9.282860242569968e-05,0.0003389060728932351,-6.310853952385976e-05,9.53682374949013e-05,0.9999999360324405
1723898407.591349,0,2.0892618539059187e-06,2.5650423980382425e-06,-8.029708677555206e-06,0.0003021379431257821,-0.00017992928890883284,0.00010143474687464711,0.999999933024551
1723898407.619667,0,4.312832632598407e-05,1.3019654838533012e-06,-0.0001242989837043136,-4.919159855039021e-05,-0.00014077249007991597,-1.996991574587979e-05,0.9999999886822475
1723898407.6391623,0,5.621320684193047e-05,3.5338575465228913e-06,-0.00015623779552506698,0.00023363957906908216,7.340177699647101e-05,8.932381140188231e-05,0.9999999660229909
1723898407.6642284,0,1.3159499271265976e-05,1.451579785294989e-06,-3.905822531854222e-05,0.0003981154953484373,-3.386197210237431e-05,0.00011751700658111278,0.9999999132735824
1723898407.6868293,0,9.746546781434499e-05,4.452993230872981e-06,-0.00026303140050423985,0.0005128005924907222,0.0001299854202407886,0.00010149958170367926,0.9999998549185783
1723898407.7107742,0,4.108903511464574e-05,1.7068809766732073e-06,-0.00011337406952349128,0.00029293593532198493,-3.952009731707499e-07,2.0776228366667003e-05,0.999999956878364
1723898407.7355928,0,5.8016317764194394e-05,2.549349190583092e-06,-0.00015115604734486653,0.0005152418990225986,8.701121538771832e-05,9.147136586858364e-05,0.9999998592939017
1723898407.7592115,0,6.147823980742321e-05,7.134661361986805e-07,-0.00016040169948979883,0.00015729616648428225,0.00012848651725964343,8.532236782994573e-06,0.9999999793381656
1723898407.7847419,0,-3.187961308998457e-05,8.374461833270206e-07,9.344319765993958e-05,0.00031510091958914996,1.672848174134405e-05,8.338989580090767e-05,0.9999999467388454
1723898407.8101406,0,6.40191836347132e-05,3.3390735092869136e-06,-0.0001833899514757783,7.792524275959872e-05,-7.913029265372356e-05,3.1349625504439214e-05,0.9999999933416271
1723898407.8362646,0,9.765682548980111e-05,5.79764439098162e-06,-0.0002757376741164638,0.0002152398554717029,6.493524847960044e-05,8.91593167082648e-05,0.9999999707529167
1723898407.8563824,0,-2.5786802317867464e-05,3.5959334675902084e-06,6.659411880865391e-05,0.0003794813120712923,-0.00014237322622331672,0.0001539392629067982,0.9999999060132463
1723898407.8781142,0,9.912748551810542e-06,1.349647947531625e-06,-3.091092660032045e-05,0.00028288735558995717,-5.793178433566361e-05,7.694139177836476e-05,0.9999999553493363
1723898407.9045553,0,2.2754588842115302e-05,-4.1205835390152295e-07,-5.723872465979818e-05,0.0001778801652974992,-5.093527716899743e-05,2.704063888297306e-05,0.9999999825165239
1723898407.928323,0,8.579000381663158e-05,2.8643560298630835e-06,-0.00023024808406302817,0.0002816988340348685,0.00018559003372357167,0.0001043512059337871,0.9999999376564641
1723898407.9534733,0,0.0001370512607531766,5.164053076914003e-06,-0.0003704085248433224,0.00041824742416422784,0.00030144798128313357,0.00017719259959420174,0.9999998514004836
1723898407.9769142,0,8.997963196316733e-05,3.740972759471783e-06,-0.0002450187243990464,0.00021995843058392965,0.00012142936319226078,6.459628565052533e-05,0.9999999663502587
1723898408.0050588,0,-7.369894506325367e-05,8.341725459178659e-07,0.00019825005859276141,0.000265698882207977,-0.0003599754804240204,0.00012134285979435972,0.9999998925488282
1723898408.0237892,0,-5.7430878286559776e-05,-1.2531873157079247e-06,0.0001411883556612989,-0.0002839613358351232,-0.0006230178800831458,2.2240450417912268e-05,0.999999765359994
1723898408.0476587,0,7.465998733859125e-05,5.636935383097375e-07,-0.00021436422020572722,6.357316036951934e-05,-5.73902634271839e-05,5.175396824968077e-05,0.9999999949931688
1723898408.0714025,0,7.30129061493989e-05,3.5019857407429974e-06,-0.00020669194952746903,0.0003264449585717955,-8.031816745191438e-05,0.00017873032162663198,0.999999927519074
1723898408.095321,0,6.283457688621076e-05,2.318301430038277e-06,-0.00017202093840537028,0.0006208109395285182,5.875787256164258e-05,0.00014490640913844975,0.9999997950716902
1723898408.1184137,0,8.564629798152747e-05,2.588196994861099e-06,-0.0002316239557044283,0.0005199547821150018,0.0002594346970509245,0.00016415025192816505,0.9999998176976621
1723898408.1426377,0,6.188668054865577e-05,3.1712165267093505e-06,-0.00016857217380795248,0.0004486185766937056,8.1546724365143e-05,0.00010695095245109714,0.9999998903264932
1723898408.1641042,0,8.094008563673812e-05,3.581282125636271e-06,-0.00022196060680046046,0.000482544194376142,0.00010365078862800535,8.777338187919991e-05,0.9999998743517161
1723898408.1878374,0,9.596031749737482e-05,3.257251168798241e-06,-0.00026480300905859456,0.0003144144175799781,0.00010906042929646901,7.86828889990239e-05,0.9999999415291981
1723898408.2094293,0,0.0001034792043181425,1.3576593088518125e-06,-0.00028522035805831654,0.000370525388174244,0.00011924603203209737,8.209816537503008e-05,0.9999999208756027
1723898408.2397153,0,1.9240330393866422e-05,1.9338485928657927e-06,-5.7409929018397285e-05,0.0003983147530052153,-8.216262341595687e-05,9.64126852887919e-05,0.9999999126496236
1723898408.2572494,0,8.568255583592515e-05,3.434945902956615e-06,-0.00023737506890007408,0.0004458871171111633,0.00011330583561273443,0.0001113087847356527,0.9999998879784042
1723898408.2824376,0,0.00016748803660011726,4.973968574922153e-06,-0.0004622801630897677,0.0003391802589191912,0.00025324396750131593,0.00011141540015397753,0.9999999042054221
1723898408.3059833,0,9.330959737623763e-05,3.4655535225958297e-06,-0.00025965767233149153,0.00032497250817259085,2.638181365578238e-05,5.3389843603726276e-05,0.9999999454231953
1723898408.329817,0,-2.804538557907157e-05,1.9515179912705703e-06,7.566079523510234e-05,0.00024259784703201814,-0.00012625236875108708,6.0055597944502844e-05,0.9999999607999738
1723898408.353199,0,-1.4598682779743597e-05,-3.525185639886278e-07,4.160898007005295e-05,0.0001658679027574341,2.097620196366182e-05,1.0780363653222346e-05,0.9999999859658106
1723898408.3762195,0,4.384658732398012e-05,1.7921958128343385e-06,-0.00011740815865090972,5.8852102051234926e-05,0.00012072927314908079,4.958773861661986e-05,0.9999999897509644
1723898408.4049346,0,7.743765010898105e-05,3.1905337849261098e-06,-0.0002154367239549583,-3.6287165406952254e-05,4.6408542770781553e-05,6.089336570726714e-05,0.9999999964107434
1723898408.4245536,0,5.813165537846986e-05,3.977909120026149e-06,-0.00016307738746191072,0.0005492677404273958,-1.985771492916229e-05,0.00013151378209607645,0.99999984030736
1723898408.4505923,0,8.430736520766389e-05,3.3690995671208715e-06,-0.0002363532639215422,0.000178686597469758,8.317866478358869e-05,9.650713455104018e-05,0.999999975919391
1723898408.4760447,0,1.7888182436293576e-05,1.1925135557112645e-06,-5.376908837513714e-05,0.00034762723656141183,-0.00013664729886837666,9.316762516615978e-05,0.9999999259013042
1723898408.4993477,0,6.631160975549974e-05,1.7119767580569927e-06,-0.00018730022184664026,0.0002709705978829338,-5.852169643997411e-05,0.00011351505777342415,0.9999999551322379
1723898408.5231173,0,7.758277790422854e-05,4.08447355194648e-06,-0.0002145587248899661,0.00024728703326512536,0.0001317142447462303,6.925945395020537e-05,0.9999999583518036
1723898408.5462835,0,4.768801470856848e-05,3.862446036956568e-06,-0.00013274165226413858,0.00047909304478746826,5.402343974470788e-05,0.0001261393040502489,0.9999998758200914
1723898408.5723739,0,3.555349188052195e-05,2.730715257704997e-06,-9.779051686020725e-05,0.00026985659805463117,3.866255743206204e-05,9.257594937999195e-05,0.9999999585561575
1723898408.5933785,0,4.8541794843920596e-05,2.4514753768894792e-06,-0.0001311530388094669,0.0005960264530191837,8.693769194507631e-05,0.00018616406786813825,0.9999998012686027
1723898408.6181896,0,7.409211603709615e-06,9.96559673000326e-07,-1.995866840504311e-05,0.0007219684063561641,-0.0001148262115705193,0.0001844699243043658,0.9999997157736638
1723898408.639115,0,2.2870747403229072e-05,2.2896866825736747e-06,-6.359187148645561e-05,9.833146489421387e-05,-8.532190579545219e-05,6.136911211888971e-05,0.9999999896424636
1723898408.6616292,0,8.615408975641198e-05,3.850320477493818e-06,-0.00023750148536315702,0.00048325046995099143,1.1352593355893425e-05,6.80622212409434e-05,0.9999998808538109
1723898408.684789,0,0.0001055741115500589,4.027757626744311e-06,-0.0002978094850824259,0.0003327920239116345,5.101064016521198e-06,0.00011862331302005036,0.9999999375759769
1723898408.7056165,0,-1.3240139078010588e-05,2.541218102989939e-06,2.795597822309273e-05,0.00018174925988225754,-0.00030119243679082593,0.00011944716972068551,0.9999999309913457
1723898408.7286408,0,-4.1585483267916315e-05,-1.1075246623032816e-07,0.00010469605195681728,0.00030874067678741414,-0.0003495038597981202,0.00013644279171483615,0.9999998819547985
1723898408.7482362,0,-9.290821569465172e-06,1.0829615422890609e-06,2.2289420469612293e-05,2.040398842391023e-05,-0.0001703605942316995,3.6573343975456724e-05,0.9999999846116677
1723898408.7692313,0,-2.443116350002454e-05,7.24949778798207e-07,6.64301750563743e-05,0.0004112899033139356,-0.00024006197542281532,5.327776671317578e-05,0.9999998851861649
1723898408.7916956,0,-3.8326352948040984e-05,7.042009381677486e-07,0.00010521768728534954,8.929015129223214e-05,-0.00018612718036969757,1.5487109030451815e-06,0.9999999786907714
1723898408.814805,0,8.759381904340512e-06,3.7220180900782426e-07,-2.605707589095897e-05,-5.079305787370955e-05,-0.00011879564050866869,-2.0740080997144984e-05,0.999999991438755
