Time (s),Cam1 Fiducial ID,Cam1 Position X,Cam1 Position Y,Cam1 Position Z,Cam1 Rotation X,Cam1 Rotation Y,Cam1 Rotation Z,Cam1 Rotation W,Cam2 Fiducial ID,Cam2 Position X,Cam2 Position Y,Cam2 Position Z,Cam2 Rotation X,Cam2 Rotation Y,Cam2 Rotation Z,Cam2 Rotation W
1726286082.3269384,0,2.552149182418516e-05,6.775969736224171e-06,-6.999525134326807e-05,-0.00046385511980584585,-9.933658041793503e-05,-1.2656012955703907e-05,0.9999998874052421,0,2.863704370323759e-05,-7.359367792411551e-07,2.558170496703406e-05,0.0004190294228185389,-0.0008457377026995702,0.00010683699616987159,0.9999995488638669
1726286082.344934,0,-5.676589383160069e-06,-0.00033743396574663814,-0.0007389330453545014,1.67374921504121e-05,-0.00043103639662730255,9.303554234771195e-05,0.9999999026359297,0,1.9523131850701624e-05,2.3474017218523793e-05,0.00014896531919939853,-0.0002457485396606871,-0.0003375035303120826,6.554817921774578e-05,0.9999999107012252
1726286082.3655188,0,-1.2969018718267386e-05,3.89392135002926e-05,-2.582723051720193e-06,-0.0005255123805179585,-0.0002447203003603599,5.234587158803906e-05,0.9999998306042969,0,-1.3072483363950419e-05,-1.7742231527540738e-05,-7.408530459281666e-05,0.00036167819167377054,-0.0003994607736865394,1.953134417357164e-05,0.9999998546192408
1726286082.3772612,0,-3.909531960524688e-05,-0.00011233612355985107,-0.0003029522936510711,-0.00034226733132269584,-0.00030038837659473387,-2.06476108140639e-05,0.9999998960967813,0,-3.2392460921054705e-05,-4.604447165326451e-06,-2.3407228971377548e-05,0.000450832765286696,-0.00013047958589029713,3.910434316419637e-05,0.9999998890978667
1726286082.3936198,0,-5.724712034254409e-05,-0.00011584745743040237,-0.0003124513454366044,-0.0003412539342053698,0.0006936134585691818,-0.00041933882570252274,0.999999613300461,0,-5.2698617040181167e-05,-3.767236375696508e-05,-0.000209900398006635,0.0005091835458062619,-0.001236002249229631,0.00013768553942430733,0.9999990970362167
1726286082.41142,0,-6.262755078996611e-05,-6.704823452934115e-05,-0.0002173804975344251,-0.0004129640462051289,0.0010921019816139644,-0.0006540759605200012,0.9999991044788972,0,-6.222660512099727e-05,-5.02902892966367e-05,-0.0002689556521174905,0.0010503777069667385,-6.045030740297827e-05,-3.129794158767019e-05,0.9999994460362825
1726286082.4282,0,-5.8684992633853467e-05,-8.62957174055202e-05,-0.0002553843184244182,-0.00038138018504465306,0.0007123365089158729,-0.0005343163892447141,0.9999995308158143,0,-6.039381361538194e-05,-2.9232614318782517e-05,-0.00015256487139357058,0.0006409132825184431,0.0005421815550998782,-0.00013504910606111485,0.9999996385154669
1726286082.4449883,0,-3.948411154799951e-05,1.4744423184663459e-05,-6.11049597172925e-05,-0.0005100980825938532,-1.2788965563742068e-05,-0.00021423299229589,0.9999998468702951,0,-4.493292168091592e-05,-3.689853008830636e-06,-2.2348264855704517e-05,0.0003887934252863355,0.0008495985584871479,-0.00015797906859112742,0.9999995510321871
1726286082.4611752,0,-2.142694920108187e-05,1.6302201154081128e-05,-5.882721748313402e-05,-0.00044321317882749543,-9.184689188376225e-05,-0.00020884509927668137,0.9999998757549678,0,-2.5187257654777367e-05,1.248186185679843e-05,7.140536034836475e-05,0.0001749879120131246,0.0013529391062082436,-0.0002729666051866756,0.9999990322116508
1726286082.477179,0,1.531633971044579e-06,-2.8994877925036418e-05,-0.00013553288015439905,-0.00011512389849830995,-3.921843952333243e-05,-0.00025104168090026073,0.9999999610932374,0,-7.076032032739808e-06,-1.0968879620353727e-05,-3.831877396218316e-05,0.0004566521655805939,0.002097064012524,-0.00044406289294953127,0.999997598296853
1726286082.498123,0,2.899503718563992e-05,0.00016598712003649388,0.0002407274892024473,-0.000747313894191698,8.668241788611724e-05,-0.00019025603789297538,0.9999996989053257,0,1.1117403335398795e-05,-1.975496050271321e-05,-8.017606372805627e-05,0.0005849798265757051,0.00043547955412635137,-0.00012640440130703788,0.9999997260890063
1726286082.5120096,0,3.7018949690058795e-05,6.810099312541866e-05,5.24198042225073e-05,-0.00046807128493925066,-0.0003314163755280474,-4.769177646302765e-06,0.999999835524843,0,2.692826794236984e-05,-6.524059950635796e-06,-1.0786135498753209e-05,0.0003514533381912418,0.00018131844269691965,2.2534895757293587e-05,0.9999999215481729
1726286082.5287492,0,3.2044011156635816e-05,-4.249690183602837e-06,-8.652934376625434e-05,-0.00024915094102307436,-0.00022994157619708944,-0.00012023525779298289,0.9999999352970793,0,2.9300137048052513e-05,-1.1987048016691432e-05,-4.170022791628767e-05,0.0004615419544472431,5.309394060649883e-05,4.411868027631164e-05,0.999999891106794
1726286082.544331,0,2.668599288074702e-05,0.00010829939547387392,0.00013524319345356418,-0.00046907404561025926,0.00019748908758302164,3.964051802646253e-06,0.9999998704759349,0,2.919076358335853e-05,3.141462086791098e-05,0.0001786360175101301,-0.00019871935601278352,-0.00011157470954258004,-1.3272196036671096e-06,0.9999999740299699
1726286082.5609958,0,-6.2250101187464226e-06,-0.00018242533145631078,-0.0004362757012626073,-0.0003277969025722535,-0.00039984918081996336,6.583212252959216e-06,0.9999998663132333,0,9.5922569526247e-06,2.540171746048689e-05,0.0001497184250624808,-0.0003439403362385287,0.0009276209108598871,-0.00011416719260906404,0.9999995040950486
1726286082.5791695,0,-9.353222326847597e-06,0.00025039101837785873,0.0004026565808267235,-0.0007713601782913074,0.00022442497680648903,-0.00024086358520151142,0.9999996483107574,0,-1.5761956249593144e-05,1.8379758339927076e-05,0.00011454878394294809,-2.595262431880189e-05,0.0004996871342075886,-0.00011806012885099197,0.9999998678505089
1726286082.600787,0,-3.431084908381543e-05,0.00013998402746903272,0.0001887965753625173,-0.0004951342869440037,0.00020972658823888998,-0.0002162658912577746,0.9999998320429161,0,-3.919064877240748e-05,-9.795209915033374e-06,-5.262186950674729e-05,-5.123099223718285e-06,-0.00011316988613588253,3.1677618932988196e-05,0.9999999930814296
1726286082.611974,0,-5.790138532238124e-05,-4.368222213165383e-05,-0.00016692864329623765,-0.00016073147671603574,0.0005032534436381385,-0.0003864590276863156,0.999999785775369,0,-5.1508547113315985e-05,-2.19251608619567e-06,-1.8914841487044476e-05,0.0006578786295635612,-0.0005035615801777721,-6.619564609528258e-05,0.9999996546197305
1726286082.6272786,0,-5.625330600509077e-05,-6.603869975013429e-06,-9.323834701329275e-05,-0.0003728803727752859,0.0006392967838000171,-0.0004886534453867372,0.9999996067387528,0,-5.5563670898105947e-05,3.7700588735773782e-06,1.7838208197203124e-05,0.00030339310840691967,0.0007665504754743971,-7.219368576382084e-05,0.9999996575704724
1726286082.644305,0,-5.799251190499291e-05,-0.0001513406884716931,-0.0003771528386738957,-0.0002322291343094402,0.001169183828752547,-0.0006336473887302344,0.9999990887844801,0,-5.206254626796651e-05,6.430110607230379e-08,1.5727234644267795e-05,0.0005501005897822131,0.0007338482235166705,-0.0001122827959861271,0.9999995731242588
1726286082.6624992,0,-3.107393879874976e-05,0.00010272363286372281,0.00011913313920371972,-0.0005638839341846687,0.0004621200326147501,-0.000343447963893903,0.9999996752616874,0,-3.7137355762355265e-05,5.022769998951649e-07,2.4569102856607127e-05,0.0002153887971304502,-0.00025335968433110007,-7.355798172347214e-05,0.9999999420028782
1726286082.6815066,0,1.4071171226359863e-06,0.0003010891572457306,0.0005026203263105775,-0.0008350987572552129,0.0007134772210325049,-0.0005430189325958431,0.9999992493450981,0,-2.019851226199119e-05,2.109362230419714e-06,1.9295114813900992e-05,-0.000101647985261667,0.0011204301261208808,-0.00023159624210371973,0.9999993403333824
1726286082.69499,0,1.2872297971009784e-05,0.00010703570839806366,0.00012589626978211395,-0.0006421649159727316,0.00015880291309049952,-0.00034549891774569993,0.9999997215181379,0,-2.655889511642774e-06,-1.6697631036390906e-05,-8.469601910096574e-05,0.0006134905841034819,-0.0003933838054651724,-6.476326206771704e-05,0.9999997323420666
1726286082.7109432,0,2.4370561931468332e-05,4.053509715788258e-05,1.171195093700168e-06,-0.0004946910225955985,0.000684098574492358,-0.0003471825044242129,0.9999995833770339,0,2.7585948148020113e-05,5.189200780459854e-05,0.00027189920986801585,-0.00017474185236284048,0.0007986486772984919,-9.012633795941249e-05,0.999999661751352
1726286082.7359087,0,2.9301707229617574e-05,1.4573866838563582e-05,-4.955940396318928e-05,-0.0002853199814070569,0.0004429418641660792,-0.00020218646707129695,0.9999998407578102,0,3.359654573391843e-05,2.4769406510676344e-05,0.00014702652257283545,-0.00023899924331394033,0.00029613349724101374,2.8188975874988825e-05,0.9999999271948449
1726286082.745433,0,3.876908436368309e-05,0.0002366880076389503,0.00037493882117064115,-0.0006710254318504227,-5.467063451684677e-05,-0.00019897741397598175,0.9999997535719597,0,3.435973812942231e-05,4.144834936701117e-05,0.00023300279835797362,-3.0297189451056275e-05,0.000990917703845952,-5.6525772181248297e-05,0.9999995069843893
1726286082.7621717,0,1.5763593562770134e-05,7.800827371914533e-05,7.618032208365055e-05,-0.0004145563140973929,-0.0005877647385134763,4.650797508711893e-05,0.9999997402563077,0,2.353606877195141e-05,3.0141315079703357e-05,0.00017382528662977304,-0.0003167558330289295,0.000708048338627551,-5.206509545211813e-05,0.9999996978112135
1726286082.7781835,0,2.520491107096363e-06,0.00022252332839402275,0.00034733394809433906,-0.0006957090306258472,-0.0010203966253068458,0.0005518452361308413,0.9999990851228351,0,-4.543194055226871e-06,-1.863889794652597e-05,-8.333532509101438e-05,0.0006349747640397773,-0.000373720344615148,8.083697159285391e-05,0.9999997253027307
1726286082.7951264,0,-1.918380027066323e-05,0.00028757127967593045,0.0004678193732023625,-0.0005783616999005587,-0.0009292360510039952,0.0004138360851608702,0.9999993153786657,0,-2.113482287359885e-05,1.4864632326994543e-05,8.109247798709863e-05,0.0001987330408798586,0.0006254147399198341,-5.846754552133565e-05,0.9999997829715404
1726286082.8161738,0,-3.0068774050860684e-05,0.0004417809302468615,0.0007843830044019013,-0.00045735468513197555,0.0006568926599892765,-0.00013171311578157225,0.9999996709851361,0,-3.903432649565228e-05,9.339645452380264e-06,5.442821015218831e-05,0.0005199473443993498,-0.00017582325676967738,3.9490958657321884e-05,0.9999998485906914
1726286082.8281102,0,-6.0703738136137226e-05,-5.762583577262286e-05,-0.00018979534243381788,-0.00017755087235409196,0.0005138474470457914,-0.0004798133256639949,0.9999997371077961,0,-5.1826316668617714e-05,5.885763702043646e-06,4.7276752175277595e-05,0.0005658928255530008,0.0005719129407830261,-6.453800894588483e-06,0.9999996763195709
1726286082.8459492,0,-6.297277544832459e-05,-0.00013192526651246018,-0.00034912543783376,-0.00016649545822519337,0.00048826545884161454,-0.0002763834446040032,0.9999998287441332,0,-5.7471044553428505e-05,-7.547150567414198e-06,-3.532367093138072e-05,2.7867765731353605e-05,0.00016334530234881335,-0.00015769045889544575,0.9999999738377092
1726286082.8613725,0,-5.062248157099286e-05,-6.975130872684556e-05,-0.00021772440256077918,3.8624583862011305e-05,0.0002826994038007384,-0.00027316966364999615,0.9999999219837586,0,-4.8629136888057054e-05,9.019407356815121e-07,-5.295719489663914e-06,0.00029166582927100184,0.0014824692601121323,-0.00016044765339247232,0.9999988457355775
1726286082.8776805,0,-1.2782276328206763e-05,0.0004206135226941932,0.0007456723767499557,-0.0006653017374269874,0.0006004867644872548,-0.00024758660681281636,0.9999995677449646,0,-3.1330299603576276e-05,7.822255391063545e-07,-1.673653564453867e-05,0.0003857857441446774,0.0012163661836238132,-0.00017312428995798417,0.9999991708249798
1726286082.895811,0,1.1861652751158105e-05,0.0004710188754008343,0.0008397959937673492,-0.0008035929439744445,0.000660310054540894,-0.00021051163924412213,0.9999994369567725,0,-1.275065812137963e-05,5.919611356132725e-06,3.4155655222808316e-05,0.0003289168679021599,0.0013059123170534677,-0.00018314989870519494,0.9999990764309878
1726286082.9184625,0,1.659658510422932e-05,0.00012739239156926292,0.0001616736856223266,-0.00023789066810418188,0.00049429734310954,-0.00034608563712858735,0.999999789651427,0,1.4606611043364192e-05,4.407467456027863e-05,0.0002606739224357607,-0.00044441146050090913,0.0015715261942294812,-0.00034819088941703575,0.9999986057825176
1726286082.928081,0,3.936519524100112e-05,0.00020148423582344466,0.0003093224409307686,-0.00038662652140477563,-9.88166533728727e-05,5.70444025090168e-05,0.9999999187505658,0,3.071205340639415e-05,4.2831407495155326e-05,0.0002606482111202635,-0.0006647493050937286,0.000311173691307591,-4.925306619840583e-05,0.9999997294266788
1726286082.944881,0,2.9879477274092246e-05,1.486146467589109e-05,-4.2651207259170874e-05,-0.0002560162428979158,-0.0005094440580971113,0.00010516611744194255,0.9999998319312473,0,3.455875599053303e-05,1.0427602175741873e-05,7.865990715343121e-05,0.0002344930428981794,0.0009092432105762498,-0.00011817589177299509,0.9999995521620275
1726286082.9614697,0,2.5847388347872528e-05,9.792270228041403e-05,0.00011512654312817103,-0.0005078435890702111,-2.8336991410125007e-05,0.0001323164180929632,0.9999998618921252,0,3.1160793331088214e-05,8.578569907097729e-06,5.439607655615862e-05,0.00017453601410020246,0.0003331502702236699,-3.070612947024069e-05,0.9999999288026028
1726286082.9786336,0,4.023694563592432e-06,-1.4674176589810243e-05,-0.00011513914820059178,-0.0003561568183061095,-7.084649973002748e-05,-1.558298819586431e-05,0.9999999339451302,0,1.4188622503410625e-05,7.76397930200414e-06,5.941901163549778e-05,0.0003544711364286044,0.0001949583571745666,3.2128028202009075e-05,0.9999999176546177
1726286082.998218,0,-6.640711205705188e-06,0.00022502405718442478,0.00035585385177994063,-0.0007248125442682738,0.0002759153729805345,-5.861845986487675e-05,0.9999996975406337,0,-1.845953532931666e-05,-3.700348796473735e-05,-0.00016548371654980605,0.0007253655618053989,-0.00046646321308330645,-7.55183445165154e-05,0.9999996252768558
1726286083.0114934,0,-3.535374105500996e-05,6.360958692280542e-05,4.3292756413602474e-05,-0.0006903134504441296,8.793221641344127e-05,-9.58418498183803e-05,0.9999997532747723,0,-3.813232668241698e-05,-3.353886540591747e-05,-0.00016285989451978963,0.00033021263592864495,-0.001330367570000808,0.00017008705476611008,0.9999990460756139
1726286083.0276544,0,-5.086219673995184e-05,6.1017155784086635e-05,2.885317715849662e-05,-0.00043152970750724587,0.0008344188554941466,-0.0004059788778982522,0.9999994763540808,0,-4.767450593244425e-05,-7.027964635693997e-06,-4.382265183382716e-05,8.015287818632101e-05,-0.0001232209502379533,1.7583654027404016e-05,0.9999999890414644
1726286083.0516164,0,-5.273617541877564e-05,0.00010970533049173461,0.00012344090353246027,-0.0006159974166949632,0.0007850667302366571,-0.0005645142264844829,0.9999993427703339,0,-5.459426089984372e-05,-1.136038064102133e-05,-6.893339377562075e-05,0.00045615942529984496,0.0004962001880897628,-5.444160268116843e-05,0.9999997713700058
1726286083.0620844,0,-4.5353938538059455e-05,0.00025332771158052115,0.0004064950889440222,-0.00042471792481034264,0.0014751149226112379,-0.0006303200532631393,0.9999986231726921,0,-5.521900519242977e-05,-1.8312835329159444e-05,-0.00010983633444021254,0.0005920711309445521,-0.0008537192956617261,8.085326868992095e-05,0.9999994570387971
1726286083.0784867,0,-5.194015224022105e-05,-0.000317913704070009,-0.0007010900336367097,0.00013183256882157507,2.5336921907241464e-05,-0.00034183126953630545,0.9999999325647964,0,-4.4312589551310194e-05,-2.0380040732518715e-05,-9.532090201563408e-05,0.0007873025756664782,0.00034306178845037294,-5.033252159540693e-05,0.999999629964882
1726286083.0949,0,-1.9308059811598076e-05,1.7816624237460707e-05,-4.8520820544958114e-05,-0.0004726111515228408,-0.00030177475882777366,-0.00024811246315829263,0.9999998120054324,0,-2.573524664241511e-05,-3.3797635994002654e-06,3.881052198454699e-06,0.00043332254984868626,0.0003587309381348411,-0.00022106950415764985,0.9999998173359613
1726286083.1113064,0,-1.2103948223535972e-05,-0.0004261167787187533,-0.0009140572635199397,0.00010654452266970724,0.00019249622102423516,-0.0001447121093056719,0.9999999653259369,0,-7.319198859278161e-06,-1.0183574059149474e-05,-2.799916958374509e-05,0.00016271373872837948,0.0019494891525003383,-0.00029837065535989326,0.9999980419937008
1726286083.1323824,0,9.905559562633248e-06,-0.00029416643886913786,-0.0006573493313484798,-2.4489337431599456e-05,0.0009039866949737137,-0.0004632201895222359,0.9999994838175585,0,2.2536158203930962e-05,3.833549458734514e-05,0.0002177439539976652,-0.0007576163318317016,0.0010176969446931733,-0.0002428516163970966,0.9999991656664095
1726286083.145396,0,1.9562936143525095e-05,-0.0002717856500190295,-0.0006102798030524782,-2.2147480299327156e-06,0.0008547639780828983,-0.0004930481441224589,0.9999995131384636,0,3.056488143328367e-05,1.2522866786592522e-05,7.041189945978126e-05,-0.00016186329073154546,8.620530137712777e-06,2.1469403826920745e-06,0.999999986860676
1726286083.1622126,0,3.1238167280523216e-05,4.872276348047827e-06,-7.214128418005798e-05,-0.0003129218964207051,0.0007150444147970745,-0.0005354547999876943,0.9999995520396641,0,2.8814785415622445e-05,-1.1399511452810803e-05,-4.962284132762007e-05,0.0006955238008887168,-0.00042092270890952993,0.00012022614556002135,0.9999996623081377
1726286083.17794,0,8.31195165106523e-06,-0.0002605223546646439,-0.0005927150907365218,-2.479953744537804e-05,-0.0004505175557252376,2.0691752823492766e-05,0.9999998979953779,0,2.1499440965094103e-05,5.003267097899474e-07,2.3373698092042216e-05,0.0004693283976607183,-0.0010059376671540516,0.00018626170446172676,0.9999993665632206
1726286083.195348,0,-2.786090015001048e-07,4.284747972796888e-05,2.889362609375267e-06,-9.572133494622474e-05,-0.0009459884320941953,0.00040054442724087594,0.9999994677535954,0,3.829042445593635e-06,-2.7639713948944434e-06,4.456859077441091e-06,0.0003802585767161425,-0.0008748314925287748,0.00022643068363947648,0.9999995194010945
1726286083.2148266,0,-1.3832230480814215e-05,0.00015419163327282456,0.00021694807431230374,-0.00018829424863275277,-0.0009454165440100623,0.00031991950379807975,0.9999994841920397,0,-1.0219305378870993e-05,4.8970071367601275e-05,0.0002442601467522287,0.00047047474752727345,0.0011936477451998924,-0.00013590136596245493,0.9999991676943492
1726286083.2287931,0,-2.1490368364336737e-05,0.0004577452000077042,0.0008067631556124208,-0.00015199332598572806,-0.0002477120150851347,-3.529212400467148e-06,0.9999999577621647,0,-2.8793468024668293e-05,4.2864356317397606e-05,0.0002149318969566927,0.0006892439141817387,-0.00018182060870301485,0.00011995167953081542,0.9999997387478097
1726286083.245732,0,-3.7328044753466076e-05,0.0004542798734548381,0.0007947378519254886,-0.00017100532289541514,9.79355606706006e-05,-0.0001661446914238222,0.9999999667808729,0,-4.278158737078158e-05,3.855344782472884e-05,0.00020066206215994402,0.0008659037760902104,0.00016810783931899833,-2.854695630185113e-05,0.9999996105676623
1726286083.2613575,0,-3.882062798032143e-05,0.0004510922778157869,0.000787756848575004,-0.0004275627072628854,8.154454687213719e-05,-0.0004466240401712892,0.9999998055337735,0,-4.930723758157157e-05,2.4446772557622807e-05,0.00015152165214283239,0.0011746630138251117,0.0008192988421159499,-5.237315022244989e-05,0.9999989730861049
1726286083.278305,0,-2.8952225213381347e-05,0.0005185779790768572,0.000917082649996023,-0.00036568670949661244,8.248764726751846e-05,-0.000437905115400182,0.9999998338540503,0,-4.667038474633735e-05,2.1265557855722293e-05,0.0001254173344422766,0.0004303272579467506,0.00026494408434138097,-0.00011348735321822869,0.999999865871843
1726286083.2957003,0,-1.4825004314207587e-05,0.00047512198316127625,0.0008315668056452243,-0.0002870345987921658,0.00012329587499794752,-0.000281212699582176,0.9999999116643381,0,-2.6316085454601017e-05,6.044640926012042e-05,0.0003067215777183652,0.00029111223417308777,0.000977454482782089,-0.00018254535094052108,0.9999994632566539
1726286083.3166232,0,2.463082195813437e-07,0.00023414819849356297,0.00036770850069138517,-0.00023710223224949722,-0.0002097165328549693,-0.0001278278565552808,0.9999999417307714,0,-6.4996769899140655e-06,7.119844114151841e-05,0.0003549263489294307,0.0002889473447984942,0.0008391979603939072,-0.00025892824203804137,0.9999995726060991
1726286083.3287148,0,3.0086466344275946e-05,0.00043834216258240195,0.0007619795811816085,-0.0002950081884930873,-0.00030659535766105567,-5.1242116442133884e-05,0.9999999081718461,0,7.380485227420116e-06,3.7244033473614876e-05,0.00018844413298582264,0.000588235102651674,0.0012242855246989372,-0.00028403494095712077,0.9999990372138218
1726286083.345229,0,5.876105890359644e-05,0.0007605146112413195,0.0013894386937827866,-0.0006127594913885055,0.00018340493402720955,-0.00018275239500177004,0.9999997787449745,0,3.598257166751923e-05,9.03690401815304e-05,0.00048166879357831665,-8.98762928943412e-05,0.001067179598400088,-0.0001183101940050317,0.9999994195261589
1726286083.362129,0,6.344784645149537e-05,0.0007828048991322967,0.0014356403129957241,-0.0008608786220987015,3.540884806796145e-05,-0.0001524141208412143,0.9999996172020004,0,4.111102261786096e-05,7.152097611635632e-05,0.0003876240062167074,-4.2590097634223626e-05,-0.0009705534081562482,9.789732840320051e-05,0.9999995233140256
1726286083.37952,0,5.075148207982577e-05,0.0005854970902531421,0.0010562934606152315,-0.0006242501597635349,3.557268264157521e-05,-0.0001922882312718601,0.9999997860357563,0,3.858932985908847e-05,6.496425833279207e-05,0.00034364579012262006,7.411274062639947e-05,-0.0019414369978255717,0.0002057213231268963,0.99999809150239
1726286083.3957443,0,5.976867468260602e-05,0.001015514500157487,0.001891849192527769,-0.0007570565848956631,-0.0005313241340715131,0.0001702005888459096,0.999999557795778,0,3.25967983068995e-05,8.552512001985951e-05,0.00045149750613474135,7.929458136423169e-05,-0.000982282237500026,0.00020994716256546683,0.9999994923779533
1726286083.4119992,0,2.2284214960645454e-05,0.0007751436584428647,0.0014184562218780216,-0.00042120258291429303,0.00010148316889542966,-6.43142222569556e-05,0.999999904076611,0,1.1028936243099407e-05,8.960334371670488e-05,0.00046930173487774913,0.0001175529305334722,-0.0008972606200251893,0.00012120479067371705,0.9999995832069566
1726286083.428225,0,2.196763555422767e-06,0.0008338128423560919,0.0015357101438753823,-0.0005841970945224642,5.202673122193633e-05,-3.6767327184743995e-05,0.9999998273275539,0,-1.5883038933984123e-05,5.2665352093819715e-05,0.00029334893038258285,0.0006665295335739075,-0.0006763153372430716,-4.605860257014113e-06,0.9999995491572641
1726286083.4493225,0,-1.23217193585999e-05,0.0008556977869820898,0.0015731395039183596,-0.0005659854285582601,0.00019745247634321333,-0.00022957304350138785,0.9999997939845948,0,-2.8266116310901506e-05,7.745202339067841e-05,0.00040925140026750405,0.0004060428545236245,-0.0009871084184315928,7.722635581432757e-05,0.9999994273909664
1726286083.4616897,0,-2.9526650155431392e-05,0.0006677714074851296,0.001205439757903416,7.876555172643764e-05,0.0011294842997231918,-0.0004502238945507794,0.9999992576795492,0,-3.742325247738967e-05,8.304209908698904e-05,0.0004186479316888585,0.00027948513539300497,5.350475240672827e-05,0.0001066524118831132,0.9999999538252807
1726286083.4797955,0,-2.4172736500270606e-05,0.0007746524656232261,0.0014168628411267007,-0.0002107004028478787,0.0011421143423362091,-0.000611462946320919,0.9999991386462462,0,-4.465883273631317e-05,5.789884671152874e-05,0.000278154149821542,0.0006988592848133056,-0.0012986296125363614,1.40045003859183e-05,0.9999989124797604
1726286083.49556,0,-1.421026822286624e-05,0.0008564996902717225,0.0015856903762528512,-0.00025885576323424545,0.0007758282361721737,-0.0006362532062061053,0.9999994631329057,0,-2.9951482001458293e-05,9.628694009661316e-05,0.0004908820472717844,0.0004547349957805368,0.0005241466720462837,-9.14726719364943e-06,0.9999997592013097
1726286083.5121906,0,1.9644727005118738e-05,0.0011554850866609399,0.0021644178734815376,-0.0006102945785494087,0.00024555078539252893,-0.0002965124784177842,0.9999997396628109,0,-1.814856480078671e-05,8.952459877299838e-05,0.00046027659253675406,0.0005629590942520553,0.00038792959759139723,-8.853789804083618e-05,0.9999997623743349
1726286083.5325754,0,3.3974720887572764e-05,0.0009709135097615165,0.0017960766232987555,-0.0004579717554554955,-0.00018094605638449844,-0.00022257312116327996,0.9999998539907902,0,2.255432148812524e-06,9.188518421043363e-05,0.00048655589508242415,0.0004538642836828137,0.0010111938764079632,-0.00018614179648931086,0.9999993684224945
1726286083.545117,0,6.065253396929477e-05,0.0010957944015811943,0.0020443388588763257,-0.0006252016809571014,-0.00037264932564653476,-6.57293154672526e-05,0.999999732967462,0,3.073561494882694e-05,0.0001280989718239215,0.0006755283898634069,-0.0001666929358059466,0.0006643394468777311,-0.0001611665146978055,0.9999997524459289
