Time (s),Cam1 Fiducial ID,Cam1 Position X,Cam1 Position Y,Cam1 Position Z,Cam1 Rotation X,Cam1 Rotation Y,Cam1 Rotation Z,Cam1 Rotation W,Cam2 Fiducial ID,Cam2 Position X,Cam2 Position Y,Cam2 Position Z,Cam2 Rotation X,Cam2 Rotation Y,Cam2 Rotation Z,Cam2 Rotation W,Cam3 Fiducial ID,Cam3 Position X,Cam3 Position Y,Cam3 Position Z,Cam3 Rotation X,Cam3 Rotation Y,Cam3 Rotation Z,Cam3 Rotation W
1727137962.4175894,1,5.164724007147911e-06,-0.00013955635884242232,-0.0004550500556124943,0.017815431745880846,0.004471882364056889,0.00037751570305033966,0.9998312208276574,1,2.9875656968494025e-05,-0.000303009880046897,-0.0001229303024154183,-0.01071222174517193,-0.00045351539347642753,-0.00016734052070528359,0.9999425056603105,1,-8.13134342706891e-06,-0.0006051033156483207,-7.326335569686249e-05,-0.0009634704406955949,-0.0027108741168256367,0.0001589764471572369,0.9999958487977447
1727137962.434946,1,-5.7770070640943986e-06,0.00030176603744472047,-0.00035806770050828576,0.01799089538133638,0.004015346904838769,0.0004017545957613292,0.9998300071841494,1,1.7855548446738004e-05,0.000169471147330322,-7.709249642029273e-05,-0.010186777020689009,-9.263392120964625e-05,-0.00019206800327626364,0.9999480907040973,1,-2.203316612987032e-05,-0.00011677521691450985,5.507222235067808e-05,-0.0007450173651336565,-0.002360377644542941,0.00017898729288928734,0.999996920760284
1727137962.4523616,1,-1.4257961352451176e-05,0.0007459965899635909,-0.0004922308772377824,0.016140064550736227,0.004921712723519571,0.0004142380395918543,0.9998575415863061,1,6.111778777185687e-06,0.0005965634603083245,-6.330859410330903e-05,-0.009042765018483011,0.000238381430190415,-0.00023888189717584347,0.9999590564170883,1,-3.472198950692893e-05,0.0003390076509520993,0.00010708672781387453,1.545710538491444e-05,-0.0008830898934021523,0.00020312221279239224,0.9999995893272581
1727137962.4668357,1,-1.94354607672786e-05,0.001107313995999138,-0.0004781593824344143,0.014288504934225694,0.003503644881856895,0.0002419801689607862,0.9998917464130226,1,-5.789249128865793e-07,0.0009726683828942105,-5.4736043723595774e-05,-0.0074814532115291404,0.0002562962389573105,-0.0002657652660498671,0.9999719453759215,1,-4.7114874776703836e-05,0.0007682187106648955,0.00022188293487832782,7.629198897841088e-05,-0.001623447052829234,0.00010392745843799699,0.9999986738982619
1727137962.4841466,1,-2.870754361738641e-05,0.0013813315145215497,-0.00036625746756655805,0.0113889713771393,0.0028120963393577633,0.00021950345143474835,0.9999311652625813,1,-8.225311266479654e-06,0.0012854418171823142,-2.0645055742455502e-05,-0.005888897954710114,-0.00047768791625647284,-0.00016891852086119117,0.9999825319282667,1,-5.50702320633321e-05,0.0011321381551073013,0.00030796424194710724,-2.6465379723620313e-05,-0.001559844793043131,0.0001262666731498052,0.9999987751195161
1727137962.505321,1,-3.352621104454463e-05,0.0016040713493338343,-0.00042578035361785804,0.007727771264207065,0.0017362656932617055,6.496410236305367e-05,0.9999686308641866,1,-1.531349464333749e-05,0.0015154509178112326,6.237923721304908e-06,-0.003454405115654846,-0.00020109126672791745,-0.0001998054381398906,0.9999939933446531,1,-6.432097859868805e-05,0.001411796266306818,0.00033309275294124223,-0.0007184489085233578,-6.342388374069113e-05,5.396284439971971e-05,0.99999973844826
1727137962.5189588,1,-3.7381994326323975e-05,0.0017055210175380873,-0.0003197964630670323,0.003374312240403104,0.001032717952078832,-2.5162967833330318e-05,0.9999937734192952,1,-1.888600316067298e-05,0.0016525382537712484,3.754111319511914e-05,-0.0006127537412048492,0.000129446142763349,-0.00013314141267287477,0.9999997950249355,1,-7.101716918875674e-05,0.0016070395255340568,0.00036209861697715864,-0.00048025064524297644,0.0004399763336078475,7.35326951663904e-05,0.99999978518652
1727137962.5362675,1,-4.004423233286457e-05,0.0017142768773853515,-0.00025612601533829804,-8.446877307240911e-05,0.0006205201059837963,-0.000102639111631543,0.9999997986424983,1,-2.0374979784081265e-05,0.0016934323527300335,8.758765621687497e-05,0.002433878277683215,-0.0001931042183291259,1.438776088804828e-05,0.9999970193656992,1,-7.505152383468938e-05,0.001718083597722069,0.0004618149083512391,0.0015751116406032524,-0.00015271997413285844,8.698925354391257e-05,0.9999987440656107
1727137962.554293,1,-3.9440879439506924e-05,0.0016323912792757897,-0.00022243126705267168,-0.004498504412612021,-0.0002752318008475149,-0.00017475458374513673,0.999989828531441,1,-1.9416854319751378e-05,0.0016313941657558413,0.0001052402839193437,0.005548196754195144,-0.00035509154069486934,2.8484963868794082e-05,0.999984545186265,1,-7.287502041426295e-05,0.001705332892406541,0.0004056365344012253,0.00618696159904507,-0.00019172711841634855,0.00016998190564687126,0.9999808277427302
1727137962.5706499,1,-3.740885402093289e-05,0.0014608314858240363,-0.00019304266870611602,-0.00859666118992412,-0.0014164929251778869,-0.0002944408990748262,0.9999620014124214,1,-1.6786407590327044e-05,0.001466976542034211,7.693578325052854e-05,0.008771111166095105,-0.0006092064117758817,0.00011058005419446734,0.9999613413770112,1,-7.430315138813794e-05,0.0016305639804578863,0.0005225790499926836,0.012030969191563995,-0.0024443035199003885,0.00032387639124680477,0.9999245852886595
1727137962.5845556,1,-2.7467831533233928e-05,0.0012087730979231856,-0.00021092528144137557,-0.012372832255676215,-0.001286498298923075,-0.0003826695648792356,0.9999225527550141,1,-8.912549776279891e-06,0.0012166205054836361,4.4818334824355704e-05,0.011875670349420426,-0.0007444612502549874,0.00017273882755974604,0.999929189689198,1,-6.977351007510859e-05,0.0014395913982819227,0.00046593051022095856,0.019069024521151,-0.0027467110935071606,0.0004003865007025615,0.999814316547143
1727137962.6015277,1,-2.087487572498322e-05,0.0008750558025048062,-0.00015384736652168047,-0.015314101212123407,-0.0014052500634058626,-0.0003189948431625762,0.9998816939111418,1,-7.075184735179361e-07,0.0008864571794491958,-5.508562626515989e-06,0.014650127720117576,-0.0005709850651150052,0.00028519711176272684,0.9998924774176707,1,-5.908382106727913e-05,0.001171136553800122,0.0004224670449704102,0.026266201605640693,-0.0026324798145362298,0.0005800830471449265,0.9996513493248015
1727137962.618159,1,-1.5654970073291213e-05,0.00047496813534667217,-6.72673395797928e-05,-0.017787272107756057,-0.001994883037254991,-0.00041474653878000186,0.9998397178437856,1,3.8014124843273906e-06,0.0005278722192197186,6.943295453352292e-05,0.016290490795058815,-0.0010264306062975352,0.00028735511409293816,0.9998667330084069,1,-5.24478714280747e-05,0.000828527526459044,0.0003944780896178434,0.031531288505217865,-0.0041126688763762995,0.0006810802668107789,0.9994940719832129
