Synchronized Time (s),ROS Header Time (s),Camera Number,Fiducial ID,Position X,Position Y,Position Z,Rotation X,Rotation Y,Rotation Z,Rotation W
1740166436.5041215,1740166436.4864495,1,3,0.0023557730694473405,-0.0015604278452996017,-0.0025018630283959466,-0.0034502682423520133,0.006786352184086679,-0.0026164454775961838,0.9999675971181027
1740166436.516924,1740166436.5028527,1,3,0.00234267011939226,-0.0015390373473614777,-0.0024739528032781976,-0.003418643830021214,0.006822370516356481,-0.002583546009992603,0.9999675461858326
1740166436.533817,1740166436.5198114,1,3,0.0023438106169646157,-0.0015390796904470173,-0.0024774418816497262,-0.0034566144789670333,0.006762983766585892,-0.0026002854551934163,0.9999677756720303
1740166436.55037,1740166436.5363579,1,3,0.0023374545919122125,-0.0015269077705839986,-0.0024619347217033813,-0.0034398619357555683,0.006779287533113917,-0.0026062199968818174,0.9999677075924672
1740166436.5666223,1740166436.5530634,1,3,0.0023565246874840563,-0.0015574187034796093,-0.0025012761037145476,-0.0034788438323702124,0.006771163232356856,-0.002623228116929709,0.9999675833087378
1740166436.5833273,1740166436.5698218,1,3,0.0023768418786208174,-0.0015892352083146876,-0.0025405210459795513,-0.0034685254594319544,0.006741800960960452,-0.0025523556745061797,0.999968000953756
1740166436.6030638,1740166436.5863066,1,3,0.0023286514317574078,-0.0015149814934353235,-0.0024404459064395166,-0.0033638686416904333,0.00682969693012471,-0.0025799373210481386,0.9999676912535842
1740166436.617102,1740166436.6029508,1,3,0.0023497999944183264,-0.0015461951211130972,-0.002484407495066456,-0.0034094812919972864,0.006826256885223454,-0.002571450664075273,0.9999675821224099
1740166436.636812,1740166436.6196856,1,3,0.0023691279421913514,-0.0015737314851641685,-0.002522167894884758,-0.003461925203199216,0.006796530857299453,-0.002604618728607808,0.9999675185742144
1740166436.6504889,1740166436.6363466,1,3,0.002366084243515293,-0.001569098322659817,-0.002517338578491205,-0.0034560334589035374,0.006804525805332163,-0.002600565720180796,0.999967495131332
1740166436.6693058,1740166436.6533651,1,3,0.002313735740807913,-0.0014882123096030288,-0.0024102321401241068,-0.00347223302034196,0.006843713653227581,-0.0026371935049081417,0.9999670756538451
1740166436.6835122,1740166436.6697748,1,3,0.002343040433596968,-0.0015366381805309603,-0.002469680012738654,-0.003459539664501736,0.006817820366227168,-0.0026308402191256974,0.999967313261041
1740166436.6999755,1740166436.6864817,1,3,0.0023029948405737057,-0.0014737844782079694,-0.0023877153417935387,-0.00338282370407448,0.0069073494408828625,-0.0026036755644380455,0.9999670324070908
1740166436.7183335,1740166436.7033052,1,3,0.0023514698843539205,-0.0015476969565293146,-0.0024868408349998086,-0.0034382949691906407,0.006803657483790261,-0.0025723555190186225,0.9999676351560745
1740166436.7336555,1740166436.7197483,1,3,0.002292913146510021,-0.0014520532720387865,-0.0023650586921994967,-0.0034313215524406507,0.006865112961131348,-0.0026425405452742854,0.9999670560752995
1740166436.7497358,1740166436.7366447,1,3,0.0023156331031929335,-0.001489564189782597,-0.002412486923892753,-0.003453640823419581,0.006865832476273795,-0.002616619273853258,0.9999670424634235
1740166436.7666204,1740166436.7532647,1,3,0.002330371386348279,-0.0015150643796607007,-0.002442721959407832,-0.0034268699326677064,0.006842402281979739,-0.002574502870928316,0.9999674044829879
1740166436.783409,1740166436.7697282,1,3,0.0023157345755974302,-0.0014917908721894608,-0.0024105656338085676,-0.003388277893669381,0.006895501892293499,-0.0026206939750285253,0.9999670512520189
1740166436.800549,1740166436.786795,1,3,0.0023254110673509116,-0.001507746793868268,-0.0024328860124928488,-0.003390019723719212,0.006802081394479605,-0.002617674145017355,0.9999676930966551
1740166436.821402,1740166436.803311,1,3,0.0023341503456644633,-0.0015189305564444857,-0.0024501380050210735,-0.003386621631544985,0.006782620759164637,-0.002583504867326325,0.9999679256616997
1740166436.8338833,1740166436.819924,1,3,0.002325418891373309,-0.0015030495564843068,-0.002431259025526804,-0.0034270236163910423,0.006829426950838728,-0.002647575957539885,0.9999673018545181
1740166436.8503287,1740166436.836632,1,3,0.0023074714103399237,-0.0014757568852783428,-0.002393885431733801,-0.0034081956754706323,0.006852505566627896,-0.0025947237409769904,0.9999673468560887
1740166436.8665874,1740166436.853211,1,3,0.0023196441909092086,-0.0014980951279210193,-0.002420151593386211,-0.0034096238033671164,0.00682253514616416,-0.0026089826678417937,0.9999675098167629
1740166436.8834474,1740166436.8700864,1,3,0.0022872117550748272,-0.0014464236865778589,-0.0023523767141586703,-0.0033846881255757766,0.006885285514263431,-0.002619893714142255,0.9999671359032788
1740166436.9003701,1740166436.8866506,1,3,0.002322671266195086,-0.0015010198092220998,-0.0024247887146710656,-0.003384311107357176,0.006847330074659214,-0.002574462115344773,0.9999675157993854
1740166436.9170768,1740166436.903283,1,3,0.0023100735000240293,-0.0014798190291128287,-0.0023992550484621712,-0.003393728276871582,0.006853414087789973,-0.0025807116586321803,0.999967426095
1740166436.9336028,1740166436.9200194,1,3,0.0023148000633538292,-0.0014860044242201221,-0.0024088991501819575,-0.0034431022147672435,0.0068579703851622065,-0.0026066791904937165,0.9999671587171914
1740166436.9506028,1740166436.9367871,1,3,0.002389362001168427,-0.001605194946391318,-0.002561888940010964,-0.0034912922892664225,0.006743496389829305,-0.0025830791248884952,0.9999678314010035
1740166436.9678533,1740166436.9536731,1,3,0.0023407885340047756,-0.0015310810440357136,-0.002465058026895414,-0.0034324962589685876,0.0068219265783705275,-0.002588842683390942,0.999967488061863
1740166436.983952,1740166436.970171,1,3,0.0023775523375192823,-0.001587986719002732,-0.0025405134935775403,-0.0034273639544549813,0.006791341944324731,-0.002621452794191948,0.9999676288941391
1740166436.999986,1740166436.986697,1,3,0.0023590172554099537,-0.0015584813333263457,-0.002503242577189968,-0.0034441035978378435,0.006827666143806963,-0.002625484824518839,0.9999673134432305
1740166437.0178893,1740166437.003795,1,3,0.002349441001820234,-0.0015430040582049105,-0.002483000049979106,-0.003461482572700874,0.006822563648843335,-0.002642036697045898,0.9999672446664181
1740166437.0338802,1740166437.0202656,1,3,0.0023207907441054974,-0.0015005739881137506,-0.002425099569073169,-0.0034202161103000354,0.006873898098523882,-0.0026282392886581175,0.9999670714603214
1740166437.0508134,1740166437.0368888,1,3,0.0023444584016204632,-0.001539406669958607,-0.002475269582743684,-0.0034148136879671573,0.006816060969765965,-0.0025946938720607525,0.9999675734362806
1740166437.0668142,1740166437.053557,1,3,0.002354108173567135,-0.0015550808087833625,-0.002495197012084547,-0.0034314495626180403,0.006803294636191062,-0.0025809794221454065,0.9999676389169876
1740166437.0859804,1740166437.07003,1,3,0.002342508572085273,-0.0015374315043391118,-0.0024718811723319907,-0.0034075422671537353,0.0068075748273035835,-0.002565713060867211,0.999967730827929
1740166437.1024663,1740166437.0869815,1,3,0.002353700234325299,-0.0015505073229271052,-0.002491551004374719,-0.0034261231931952073,0.0068596501714018,-0.0025959055759373468,0.9999672335399954
1740166437.1179168,1740166437.103458,1,3,0.0023426743041880973,-0.0015317388789735608,-0.002470126388774234,-0.0034466269238642,0.00686165697926584,-0.002635148870031621,0.9999670466654286
1740166437.1355166,1740166437.1203663,1,3,0.00236615845045771,-0.001571376691689352,-0.0025186396193866744,-0.0034487090131271976,0.006748814095252719,-0.002599205116334218,0.9999679015084503
1740166437.1520617,1740166437.1371684,1,3,0.0023691991230976477,-0.0015740485400624084,-0.002527058050050874,-0.0034727766557901664,0.006793439761127955,-0.002623064110322409,0.9999674537369624
1740166437.168052,1740166437.1536667,1,3,0.002384793990192945,-0.001596264170593917,-0.0025587363744774927,-0.0035852491344328316,0.006767620749078188,-0.0026203832302277774,0.9999672389082392
1740166437.189653,1740166437.1705184,1,3,0.0024137920588126658,-0.0016404024642628031,-0.0026157359030449046,-0.0035158457992075427,0.006726570737933209,-0.002574102604957108,0.9999678825193352
1740166437.2054513,1740166437.1871576,1,3,0.0023090823643174556,-0.0014835142928641763,-0.002404070143618471,-0.003504239782884075,0.006820317727842172,-0.002635897240090547,0.9999671272673792
1740166437.2192695,1740166437.2035394,1,3,0.0024123077186275813,-0.0016481823905505908,-0.0026133392677507336,-0.003385557424901813,0.006758980029099697,-0.002512135934116373,0.9999682711781096
1740166437.2359006,1740166437.2206357,1,3,0.002372472379971779,-0.0015787276165011932,-0.0025338032072335457,-0.0034782372393203495,0.006805762265154459,-0.0026081744000405476,0.9999673899142892
1740166437.250558,1740166437.237022,1,3,0.0023502340158467173,-0.0015507070491997954,-0.002492822604841282,-0.003518765556299708,0.006808522978063562,-0.0026037986165259874,0.999967240731706
1740166437.267385,1740166437.2537963,1,3,0.002389067935323942,-0.0016042791453593369,-0.002563920222549612,-0.0034257856390059963,0.006763701831831124,-0.0025855105922453457,0.999967915217915
1740166437.2840362,1740166437.2704206,1,3,0.0023210707967249227,-0.001501408732343481,-0.0024336997885403893,-0.0035500794557099843,0.006823215940785585,-0.002672176665006002,0.9999668495165
1740166437.3004146,1740166437.287088,1,3,0.0024009765257448105,-0.001632974357905727,-0.002589534189581037,-0.0034390058128665507,0.0067330661798597116,-0.0025534768659565025,0.999968158900438
1740166437.3165774,1740166437.3038948,1,3,0.0024133313248786447,-0.0016469074754204868,-0.002618400550927728,-0.0033798156113001355,0.006700428853194793,-0.0025611790220851655,0.9999685602365874
1740166437.334108,1740166437.3204331,1,3,0.002395705842112794,-0.0016231501933402029,-0.0025887192024812277,-0.0035479344976078048,0.006775298898665093,-0.002601988155065463,0.9999673680392152
1740166437.3504765,1740166437.337312,1,3,0.0023761236203234427,-0.001590291385239366,-0.0025409368952503688,-0.0034076271431114176,0.006791326303064298,-0.0026468074086051386,0.999967629663501
1740166437.3670971,1740166437.3538766,1,3,0.002367866130935958,-0.0015758767138570663,-0.0025289696201628927,-0.003472657507429449,0.006728877963792684,-0.00261546295204573,0.9999679105875002
1740166437.3837872,1740166437.3703415,1,3,0.002356570086632289,-0.001560851327079326,-0.0024997522221116677,-0.003494534252228484,0.0068117273560802,-0.0026387702305838987,0.9999672122087087
1740166437.4002397,1740166437.3873277,1,3,0.0023758476951367415,-0.0015947633966210196,-0.0025403413755592332,-0.0033421493944094096,0.0067990835743218505,-0.002623027572468035,0.9999678605966938
