Time (s),Cam3 Fiducial ID,Cam3 Position X,Cam3 Position Y,Cam3 Position Z,Cam3 Rotation X,Cam3 Rotation Y,Cam3 Rotation Z,Cam3 Rotation W
1732020751.1871674,1,0.012899155497133375,0.00173548630885465,-0.0029931198392072105,-0.005331765018168523,0.007286367955270402,0.002613336940134439,0.9999558248212012
1732020751.2045934,1,0.012563196842455836,0.001978424464699698,-0.0037102439582784256,-0.00617365171894126,0.008140249511027462,0.002875589983388842,0.9999436750860514
1732020751.2220073,1,0.011925439594202909,0.0020763665886778465,-0.004076044470566988,-0.006589964907265626,0.008590024378827478,0.0031144711676486625,0.9999365399429296
1732020751.2375827,1,0.011279411815942282,0.002241315040884568,-0.004634384141679868,-0.006944891342471156,0.00917835483116066,0.003361291038987987,0.999928111420709
1732020751.2565694,1,0.010417827280751503,0.0022988889886650142,-0.004931247390309894,-0.007224140120349233,0.009222339148557747,0.0034037262896606567,0.9999255846849282
1732020751.2716222,1,0.009483115453664004,0.0023681616385603514,-0.005287679380903772,-0.007673739670726676,0.009408363122894878,0.003465357860310249,0.9999202906820692
1732020751.2886693,1,0.008545079874267152,0.0024704524156903412,-0.005749307127860241,-0.00790458100456194,0.009482846242643303,0.003474679587451524,0.9999177565320286
1732020751.3046393,1,0.007390975369572067,0.002448936669403309,-0.005904520823709902,-0.0076571261809566995,0.009403823200855446,0.0035445723796480055,0.9999201830818806
1732020751.32072,1,0.006389858405424416,0.002572545860448623,-0.006456316890300328,-0.008140844173700295,0.009286802138976306,0.0034174912388662748,0.9999178979875315
1732020751.338492,1,0.004990114137945011,0.0024251452872697623,-0.006297030949139891,-0.007802746991395624,0.00867473811969544,0.003195553661369891,0.9999268245700484
1732020751.3544667,1,0.003806825586316696,0.0024238190273913186,-0.006533586697954639,-0.007395567135892325,0.00812524830640374,0.003043357018654331,0.999935009840517
1732020751.370589,1,0.002882660735265475,0.002610077967206082,-0.007262843179043269,-0.007805225645193494,0.0079101099599265,0.0031812168873241523,0.9999331920044284
1732020751.3897414,1,0.001067198959211979,0.002165278733724434,-0.006296824407380929,-0.006351157015851096,0.006880575812335727,0.002665893631399849,0.9999526056229848
1732020751.4040728,1,0.0005312905548163164,0.002582486871771636,-0.007627922223944467,-0.00741069793977132,0.0064924145555488415,0.0026435597771485115,0.9999479694969078
1732020751.420637,1,-0.0009655497522771768,0.002314827585966069,-0.00711455467300394,-0.0064648495415982185,0.0052987263048248365,0.002049149963514535,0.9999629644163718
1732020751.4384701,1,-0.0019314227584845945,0.002372630964860392,-0.0074580470461224225,-0.006511974748684449,0.004434917780912478,0.0017664416389981195,0.9999674021552328
1732020751.4542816,1,-0.0033569474194927633,0.002067152823056779,-0.00681254428392902,-0.005362921195753772,0.004134021564027293,0.001617959154019066,0.9999757652814053
1732020751.4734213,1,-0.004508311527366899,0.0019071970903416196,-0.00654139292558015,-0.004764695479663128,0.002934520146207635,0.0012229281725965806,0.9999835952230327
1732020751.4894807,1,-0.005047380706402015,0.0021119684247956484,-0.007223438824627046,-0.005199623333335172,0.0020570790724023713,0.0007424097957311292,0.9999840904587315
1732020751.505631,1,-0.0061531230740978875,0.0018537165839142453,-0.006646524531790658,-0.004288418132756011,0.0010256667554080373,0.0004971924544541495,0.9999901550901833
1732020751.5245419,1,-0.007090712082275515,0.0016420154885195572,-0.006179258480639241,-0.0033965719279865185,9.952310372833833e-05,0.00018758698052613032,0.99999420908594
1732020751.5381844,1,-0.007737762860434998,0.001558541459473415,-0.0060463293948144654,-0.002987709504943369,-0.0004939084454692849,-8.594965727662035e-05,0.99999541111898
1732020751.5545046,1,-0.008670506720194501,0.0012045379134736206,-0.005159475571208215,-0.0019429127698776174,-0.001155237676059345,-0.00034626630541737576,0.9999973853043448
1732020751.5722585,1,-0.008874393726953101,0.0012587133523757675,-0.0053622704471451635,-0.0018505642072874483,-0.0017483456472535874,-0.0004289758221775036,0.9999966673341248
1732020751.589514,1,-0.009488650829779207,0.0009557073262444648,-0.004590123890621191,-0.0008341538378007574,-0.002282661984303915,-0.0009172546772892828,0.9999966261370571
1732020751.6070204,1,-0.010073372525624364,0.0005870896140953912,-0.003632892781312313,0.0002737018819743856,-0.0028611622749975243,-0.0008717142771157093,0.999995489465795
1732020751.6220472,1,-0.01058771251488424,0.00017550864894928298,-0.0025422831944804545,0.0018205848897263099,-0.0032837898677730744,-0.0010497511371711133,0.9999924000797774
1732020751.6381156,1,-0.010761464961313453,-9.446019020170785e-05,-0.0018184801580697946,0.0025363355173802643,-0.003245249000128912,-0.0011434468683698784,0.9999908639034307
1732020751.6567082,1,-0.010960902211926594,-0.00045630541837054047,-0.0008211604573152894,0.003666712934106693,-0.003502828350155138,-0.0011982921499040819,0.999986424660721
1732020751.6714067,1,-0.010880818235431843,-0.0007121799505403236,-9.031744992756802e-05,0.004802965767950509,-0.003482536441854128,-0.0012072994286520396,0.9999816727759828
1732020751.687747,1,-0.010936568550523768,-0.0011523737647123617,0.0011555858318655242,0.0061421230459696215,-0.0037172406243344168,-0.001119420739556489,0.9999736013234733
1732020751.706393,1,-0.010492104624060857,-0.0013196908359161678,0.0016994715596828202,0.006654710163537247,-0.0029044126608800966,-0.000970919516896618,0.9999731679075325
1732020751.721546,1,-0.010367098237355864,-0.0017762124405913092,0.00304071763541762,0.008242962692578555,-0.0028830458723783092,-0.0010837095174576188,0.999961282843605
1732020751.7405415,1,-0.010000128151441382,-0.0021342447390881457,0.004156452068715606,0.00939113256246526,-0.0024590042959278724,-0.0008432119409202735,0.9999525233333278
1732020751.7549412,1,-0.009379378570372847,-0.0023760016359277584,0.004982627164345708,0.010482600599904222,-0.0016454277923559706,-0.0005735624381611066,0.9999435377450931
1732020751.7713442,1,-0.008821946415257444,-0.002710523569960669,0.006081613620766222,0.011571745608837926,-0.0017653050513255358,-0.0006052946297959495,0.9999313036504314
1732020751.790244,1,-0.008056759648016882,-0.0029417959004308094,0.006926357167568025,0.012190257357532751,-0.0011689245957351233,-0.00044436971662371514,0.9999249140692522
1732020751.8047538,1,-0.007039943519492695,-0.0030388918939999996,0.007431774467216555,0.012575948880452988,-0.0006540482166984366,-0.00041974647226259305,0.9999206176210118
1732020751.8222563,1,-0.005845947772215985,-0.0030345009137811513,0.007682375452011706,0.012598626852284373,-0.0001883622798235433,-0.00010550680129826006,0.9999206108433826
1732020751.8397806,1,-0.004723939410578743,-0.0030879762625756987,0.008095735848912305,0.012545804848205317,0.0003861602420614171,-0.0002248883139323475,0.9999211984382692
1732020751.8545399,1,-0.0038114480712131906,-0.0032931401237228895,0.0089070925891119,0.012943162706067173,0.0005820023664749543,9.877558172295558e-06,0.9999160643348238
1732020751.8723803,1,-0.002401107438661555,-0.00314629792604798,0.008776130461907384,0.012420283967499326,0.0008714893066830581,0.0001213702113543651,0.9999224781560954
1732020751.8884017,1,-0.0012965200912978497,-0.0031984452051284575,0.009155665714052278,0.01217991827130458,0.00086552823735749,3.231630990180152e-05,0.9999254469246349
1732020751.9048743,1,0.0002030027925626481,-0.0029456353649704014,0.008703805592984549,0.011248807719135025,0.0014749543239308744,0.00023368912612619077,0.9999356150393047
1732020751.9248588,1,0.0015527292933298802,-0.002774934117682659,0.008442285174266281,0.010442948579312578,0.00184873601615294,0.0003687664103263993,0.9999436939205362
1732020751.938003,1,0.002544087491807058,-0.0028239826705001524,0.008732783887648624,0.010535900956519993,0.0017277582095175728,0.00038056071175405544,0.9999429307796264
1732020751.9545934,1,0.004405257564325833,-0.0022076649797613053,0.007231620651695256,0.008202763104894815,0.00257692695257785,0.0006797113892044469,0.9999628053669564
1732020751.9720392,1,0.005444549999706306,-0.002120288326930313,0.007114124346753409,0.007768635476349685,0.002662072734419005,0.000770177470668706,0.9999659836705727
1732020751.9880922,1,0.006631488184775037,-0.0018698670813195465,0.006541469533883795,0.006717055770756991,0.002625219665480655,0.0007321076389995324,0.9999737263557905
1732020752.006533,1,0.007842948728057925,-0.0015351933777340608,0.0057275828792426224,0.005641683969765429,0.0028721135025769444,0.0008712800962955948,0.9999795814100443
1732020752.022341,1,0.008921260820738785,-0.001221807210218529,0.004940547802102276,0.00447157656471921,0.0028362633730683266,0.0007776023104111437,0.999985677871314
1732020752.0386252,1,0.010101212771048198,-0.0007583267315151212,0.0037331852077634314,0.0029094528763675773,0.0030180281845275554,0.0008397308845240008,0.999990860679176
1732020752.0584047,1,0.010936263482127694,-0.00045578429094682705,0.0029632161165474963,0.001973861068196786,0.0030956048058122976,0.001088244089665892,0.9999926683872092
