Data_acquisition_time,Epoch_time_ms,Distance1_mm,,,
2024-09-14 06:45:57,792081,1726263957792,81,0,1183
2024-09-14 06:45:57,793081,1726263957793,81,0,903
2024-09-14 06:45:57,794081,1726263957794,81,0,592
2024-09-14 06:45:57,795082,1726263957795,82,0,280
2024-09-14 06:45:57,796082,1726263957796,82,0,0
2024-09-14 06:45:57,797082,1726263957797,82,0,311
2024-09-14 06:45:57,798082,1726263957798,82,0,623
2024-09-14 06:45:57,799082,1726263957799,83,0,903
2024-09-14 06:45:57,800083,1726263957800,83,0,1183
2024-09-14 06:45:57,801083,1726263957801,83,0,1432
2024-09-14 06:45:57,802083,1726263957802,83,0,1712
2024-09-14 06:45:57,803083,1726263957803,83,0,1962
2024-09-14 06:45:57,804084,1726263957804,84,0,2242
2024-09-14 06:45:57,805084,1726263957805,84,0,2491
2024-09-14 06:45:57,806084,1726263957806,84,0,2771
2024-09-14 06:45:57,807085,1726263957807,84,0,3082
2024-09-14 06:45:57,808085,1726263957808,85,0,3394
2024-09-14 06:45:57,809085,1726263957809,85,0,3674
2024-09-14 06:45:57,810085,1726263957810,85,0,3954
2024-09-14 06:45:57,811085,1726263957811,85,0,4234
2024-09-14 06:45:57,812086,1726263957812,86,0,4515
2024-09-14 06:45:57,813086,1726263957813,86,0,4795
2024-09-14 06:45:57,814086,1726263957814,86,0,5075
2024-09-14 06:45:57,815086,1726263957815,86,0,5355
2024-09-14 06:45:57,816087,1726263957816,87,0,5636
2024-09-14 06:45:57,817087,1726263957817,87,0,5853
2024-09-14 06:45:57,818087,1726263957818,87,0,6071
2024-09-14 06:45:57,819087,1726263957819,87,0,6289
2024-09-14 06:45:57,820088,1726263957820,88,0,6476
2024-09-14 06:45:57,821088,1726263957821,88,0,6694
2024-09-14 06:45:57,822088,1726263957822,88,0,6881
2024-09-14 06:45:57,823088,1726263957823,88,0,7099
2024-09-14 06:45:57,824089,1726263957824,89,0,7348
2024-09-14 06:45:57,825089,1726263957825,89,0,7566
2024-09-14 06:45:57,826089,1726263957826,89,0,7784
2024-09-14 06:45:57,827089,1726263957827,89,0,8033
2024-09-14 06:45:57,828090,1726263957828,90,0,8313
2024-09-14 06:45:57,829090,1726263957829,90,0,8625
2024-09-14 06:45:57,830090,1726263957830,90,0,8905
2024-09-14 06:45:57,831090,1726263957831,90,0,9216
2024-09-14 06:45:57,832091,1726263957832,91,0,9527
2024-09-14 06:45:57,833091,1726263957833,91,0,9839
2024-09-14 06:45:57,834091,1726263957834,91,1,119
2024-09-14 06:45:57,835091,1726263957835,91,1,399
2024-09-14 06:45:57,836091,1726263957836,92,1,711
2024-09-14 06:45:57,837092,1726263957837,92,1,991
2024-09-14 06:45:57,838092,1726263957838,92,1,1271
2024-09-14 06:45:57,839092,1726263957839,92,1,1520
2024-09-14 06:45:57,840093,1726263957840,93,1,1769
2024-09-14 06:45:57,841093,1726263957841,93,1,1987
2024-09-14 06:45:57,842093,1726263957842,93,1,2236
2024-09-14 06:45:57,843093,1726263957843,93,1,2454
2024-09-14 06:45:57,844094,1726263957844,94,1,2672
2024-09-14 06:45:57,845094,1726263957845,94,1,2890
2024-09-14 06:45:57,846094,1726263957846,94,1,3077
2024-09-14 06:45:57,847094,1726263957847,94,1,3264
2024-09-14 06:45:57,848094,1726263957848,94,1,3513
2024-09-14 06:45:57,849095,1726263957849,95,1,3731
2024-09-14 06:45:57,850095,1726263957850,95,1,3918
2024-09-14 06:45:57,851095,1726263957851,95,1,4167
2024-09-14 06:45:57,852095,1726263957852,95,1,4353
2024-09-14 06:45:57,853096,1726263957853,96,1,4571
2024-09-14 06:45:57,854096,1726263957854,96,1,4758
2024-09-14 06:45:57,855096,1726263957855,96,1,4976
2024-09-14 06:45:57,856096,1726263957856,96,1,5194
2024-09-14 06:45:57,857097,1726263957857,97,1,5381
2024-09-14 06:45:57,858097,1726263957858,97,1,5599
2024-09-14 06:45:57,859097,1726263957859,97,1,5786
2024-09-14 06:45:57,860097,1726263957860,97,1,5973
2024-09-14 06:45:57,861098,1726263957861,98,1,6159
2024-09-14 06:45:57,862098,1726263957862,98,1,6346
2024-09-14 06:45:57,863098,1726263957863,98,1,6533
2024-09-14 06:45:57,864098,1726263957864,98,1,6720
2024-09-14 06:45:57,865099,1726263957865,99,1,6875
2024-09-14 06:45:57,866099,1726263957866,99,1,7031
2024-09-14 06:45:57,867099,1726263957867,99,1,7187
2024-09-14 06:45:57,868099,1726263957868,99,1,7311
2024-09-14 06:45:57,869100,1726263957869,100,1,7436
2024-09-14 06:45:57,870100,1726263957870,100,1,7560
2024-09-14 06:45:57,871100,1726263957871,100,1,7654
2024-09-14 06:45:57,872100,1726263957872,100,1,7778
2024-09-14 06:45:57,873100,1726263957873,101,1,7903
2024-09-14 06:45:57,874101,1726263957874,101,1,7996
2024-09-14 06:45:57,875101,1726263957875,101,1,8090
2024-09-14 06:45:57,876101,1726263957876,101,1,8214
2024-09-14 06:45:57,877102,1726263957877,102,1,8277
2024-09-14 06:45:57,878102,1726263957878,102,1,8370
2024-09-14 06:45:57,879102,1726263957879,102,1,8432
2024-09-14 06:45:57,880102,1726263957880,102,1,8526
2024-09-14 06:45:57,881103,1726263957881,103,1,8588
2024-09-14 06:45:57,882103,1726263957882,103,1,8681
2024-09-14 06:45:57,883103,1726263957883,103,1,8744
2024-09-14 06:45:57,884103,1726263957884,103,1,8775
2024-09-14 06:45:57,885103,1726263957885,104,1,8837
2024-09-14 06:45:57,886104,1726263957886,104,1,8899
2024-09-14 06:45:57,887104,1726263957887,104,1,8930
2024-09-14 06:45:57,888104,1726263957888,104,1,8930
2024-09-14 06:45:57,889105,1726263957889,104,1,8962
2024-09-14 06:45:57,890105,1726263957890,105,1,8993
2024-09-14 06:45:57,891105,1726263957891,105,1,8993
2024-09-14 06:45:57,892105,1726263957892,105,1,8993
2024-09-14 06:45:57,893105,1726263957893,105,1,8993
2024-09-14 06:45:57,894106,1726263957894,106,1,8993
2024-09-14 06:45:57,895106,1726263957895,106,1,8993
2024-09-14 06:45:57,896106,1726263957896,106,1,8993
2024-09-14 06:45:57,897106,1726263957897,106,1,8993
2024-09-14 06:45:57,898107,1726263957898,107,1,8962
2024-09-14 06:45:57,899107,1726263957899,107,1,8930
2024-09-14 06:45:57,900107,1726263957900,107,1,8899
2024-09-14 06:45:57,901108,1726263957901,107,1,8837
2024-09-14 06:45:57,902108,1726263957902,108,1,8775
2024-09-14 06:45:57,903108,1726263957903,108,1,8744
2024-09-14 06:45:57,904108,1726263957904,108,1,8650
2024-09-14 06:45:57,905108,1726263957905,108,1,8588
2024-09-14 06:45:57,906109,1726263957906,109,1,8557
2024-09-14 06:45:57,907109,1726263957907,109,1,8463
2024-09-14 06:45:57,908109,1726263957908,109,1,8401
2024-09-14 06:45:57,909109,1726263957909,109,1,8308
2024-09-14 06:45:57,910109,1726263957910,110,1,8245
2024-09-14 06:45:57,911110,1726263957911,110,1,8121
2024-09-14 06:45:57,912110,1726263957912,110,1,8027
2024-09-14 06:45:57,913110,1726263957913,110,1,7934
2024-09-14 06:45:57,914111,1726263957914,111,1,7841
2024-09-14 06:45:57,915111,1726263957915,111,1,7716
2024-09-14 06:45:57,916111,1726263957916,111,1,7592
2024-09-14 06:45:57,917111,1726263957917,111,1,7498
2024-09-14 06:45:57,918112,1726263957918,112,1,7342
2024-09-14 06:45:57,919112,1726263957919,112,1,7218
2024-09-14 06:45:57,920112,1726263957920,112,1,7093
2024-09-14 06:45:57,921112,1726263957921,112,1,6938
2024-09-14 06:45:57,922112,1726263957922,113,1,6782
2024-09-14 06:45:57,923113,1726263957923,113,1,6626
2024-09-14 06:45:57,924113,1726263957924,113,1,6440
2024-09-14 06:45:57,925113,1726263957925,113,1,6284
2024-09-14 06:45:57,926114,1726263957926,114,1,6066
2024-09-14 06:45:57,927114,1726263957927,114,1,5910
2024-09-14 06:45:57,928114,1726263957928,114,1,5692
2024-09-14 06:45:57,929114,1726263957929,114,1,5505
2024-09-14 06:45:57,930114,1726263957930,115,1,5288
2024-09-14 06:45:57,931115,1726263957931,115,1,5070
2024-09-14 06:45:57,932115,1726263957932,115,1,4883
2024-09-14 06:45:57,933115,1726263957933,115,1,4665
2024-09-14 06:45:57,934115,1726263957934,115,1,4478
2024-09-14 06:45:57,935116,1726263957935,116,1,4260
2024-09-14 06:45:57,936116,1726263957936,116,1,4073
2024-09-14 06:45:57,937116,1726263957937,116,1,3855
2024-09-14 06:45:57,938117,1726263957938,116,1,3637
2024-09-14 06:45:57,939117,1726263957939,117,1,3419
2024-09-14 06:45:57,940117,1726263957940,117,1,3201
2024-09-14 06:45:57,941117,1726263957941,117,1,3015
2024-09-14 06:45:57,942117,1726263957942,117,1,2797
2024-09-14 06:45:57,943118,1726263957943,118,1,2579
2024-09-14 06:45:57,944118,1726263957944,118,1,2392
2024-09-14 06:45:57,945118,1726263957945,118,1,2174
2024-09-14 06:45:57,946118,1726263957946,118,1,1925
2024-09-14 06:45:57,947119,1726263957947,119,1,1707
2024-09-14 06:45:57,948119,1726263957948,119,1,1458
2024-09-14 06:45:57,949119,1726263957949,119,1,1178
2024-09-14 06:45:57,950119,1726263957950,119,1,897
2024-09-14 06:45:57,951120,1726263957951,120,1,648
2024-09-14 06:45:57,952120,1726263957952,120,1,337
2024-09-14 06:45:57,953120,1726263957953,120,1,57
2024-09-14 06:45:57,954120,1726263957954,120,0,9777
2024-09-14 06:45:57,955121,1726263957955,121,0,9465
2024-09-14 06:45:57,956121,1726263957956,121,0,9154
2024-09-14 06:45:57,957121,1726263957957,121,0,8842
2024-09-14 06:45:57,958121,1726263957958,121,0,8531
2024-09-14 06:45:57,959122,1726263957959,122,0,8251
2024-09-14 06:45:57,960122,1726263957960,122,0,7971
2024-09-14 06:45:57,961122,1726263957961,122,0,7690
2024-09-14 06:45:57,962122,1726263957962,122,0,7504
2024-09-14 06:45:57,963123,1726263957963,123,0,7286
2024-09-14 06:45:57,964123,1726263957964,123,0,7068
2024-09-14 06:45:57,965123,1726263957965,123,0,6850
2024-09-14 06:45:57,966123,1726263957966,123,0,6632
2024-09-14 06:45:57,967123,1726263957967,124,0,6445
2024-09-14 06:45:57,968124,1726263957968,124,0,6227
2024-09-14 06:45:57,969124,1726263957969,124,0,6009
2024-09-14 06:45:57,970124,1726263957970,124,0,5822
2024-09-14 06:45:57,971124,1726263957971,125,0,5573
2024-09-14 06:45:57,972125,1726263957972,125,0,5293
2024-09-14 06:45:57,973125,1726263957973,125,0,5044
2024-09-14 06:45:57,974125,1726263957974,125,0,4733
2024-09-14 06:45:57,975126,1726263957975,125,0,4452
2024-09-14 06:45:57,976126,1726263957976,126,0,4203
2024-09-14 06:45:57,977126,1726263957977,126,0,3892
2024-09-14 06:45:57,978126,1726263957978,126,0,3612
2024-09-14 06:45:57,979126,1726263957979,126,0,3332
2024-09-14 06:45:57,980127,1726263957980,127,0,3020
2024-09-14 06:45:57,981127,1726263957981,127,0,2709
2024-09-14 06:45:57,982127,1726263957982,127,0,2429
2024-09-14 06:45:57,983127,1726263957983,127,0,2179
2024-09-14 06:45:57,984128,1726263957984,128,0,1930
2024-09-14 06:45:57,985128,1726263957985,128,0,1650
2024-09-14 06:45:57,986128,1726263957986,128,0,1401
2024-09-14 06:45:57,987128,1726263957987,128,0,1121
2024-09-14 06:45:57,988129,1726263957988,129,0,841
2024-09-14 06:45:57,989129,1726263957989,129,0,560
2024-09-14 06:45:57,990129,1726263957990,129,0,249
2024-09-14 06:45:57,991129,1726263957991,129,0,62
2024-09-14 06:45:57,992130,1726263957992,130,0,342
2024-09-14 06:45:57,993130,1726263957993,130,0,654
2024-09-14 06:45:57,994130,1726263957994,130,0,965
2024-09-14 06:45:57,995130,1726263957995,130,0,1245
2024-09-14 06:45:57,996131,1726263957996,131,0,1557
2024-09-14 06:45:57,997131,1726263957997,131,0,1806
2024-09-14 06:45:57,998131,1726263957998,131,0,2117
2024-09-14 06:45:57,999131,1726263957999,131,0,2397
2024-09-14 06:45:58,132,1726263958000,132,0,2678
2024-09-14 06:45:58,1132,1726263958001,132,0,2927
2024-09-14 06:45:58,2132,1726263958002,132,0,3207
2024-09-14 06:45:58,3132,1726263958003,132,0,3487
2024-09-14 06:45:58,4132,1726263958004,133,0,3736
2024-09-14 06:45:58,5133,1726263958005,133,0,3985
2024-09-14 06:45:58,6133,1726263958006,133,0,4234
2024-09-14 06:45:58,7133,1726263958007,133,0,4515
2024-09-14 06:45:58,8134,1726263958008,134,0,4764
2024-09-14 06:45:58,9134,1726263958009,134,0,5044
2024-09-14 06:45:58,10134,1726263958010,134,0,5324
2024-09-14 06:45:58,11134,1726263958011,134,0,5573
2024-09-14 06:45:58,12135,1726263958012,135,0,5822
2024-09-14 06:45:58,13135,1726263958013,135,0,6103
2024-09-14 06:45:58,14135,1726263958014,135,0,6321
2024-09-14 06:45:58,15135,1726263958015,135,0,6601
2024-09-14 06:45:58,16135,1726263958016,135,0,6819
2024-09-14 06:45:58,17136,1726263958017,136,0,7068
2024-09-14 06:45:58,18136,1726263958018,136,0,7317
2024-09-14 06:45:58,19136,1726263958019,136,0,7566
2024-09-14 06:45:58,20137,1726263958020,136,0,7784
2024-09-14 06:45:58,21137,1726263958021,137,0,8033
2024-09-14 06:45:58,22137,1726263958022,137,0,8220
2024-09-14 06:45:58,23137,1726263958023,137,0,8469
2024-09-14 06:45:58,24137,1726263958024,137,0,8656
2024-09-14 06:45:58,25138,1726263958025,138,0,8874
2024-09-14 06:45:58,26138,1726263958026,138,0,9060
2024-09-14 06:45:58,27138,1726263958027,138,0,9247
2024-09-14 06:45:58,28138,1726263958028,138,0,9434
2024-09-14 06:45:58,29139,1726263958029,139,0,9621
2024-09-14 06:45:58,30139,1726263958030,139,0,9839
2024-09-14 06:45:58,31139,1726263958031,139,0,9995
2024-09-14 06:45:58,32139,1726263958032,139,-1,150
2024-09-14 06:45:58,33140,1726263958033,140,-1,306
2024-09-14 06:45:58,34140,1726263958034,140,-1,462
2024-09-14 06:45:58,35140,1726263958035,140,-1,617
2024-09-14 06:45:58,36140,1726263958036,140,-1,742
2024-09-14 06:45:58,37141,1726263958037,141,-1,866
2024-09-14 06:45:58,38141,1726263958038,141,-1,1022
2024-09-14 06:45:58,39141,1726263958039,141,-1,1147
2024-09-14 06:45:58,40141,1726263958040,141,-1,1240
2024-09-14 06:45:58,41141,1726263958041,142,-1,1333
2024-09-14 06:45:58,42142,1726263958042,142,-1,1458
2024-09-14 06:45:58,43142,1726263958043,142,-1,1551
2024-09-14 06:45:58,44142,1726263958044,142,-1,1645
2024-09-14 06:45:58,45143,1726263958045,143,-1,1707
2024-09-14 06:45:58,46143,1726263958046,143,-1,1800
2024-09-14 06:45:58,47143,1726263958047,143,-1,1894
2024-09-14 06:45:58,48143,1726263958048,143,-1,1956
2024-09-14 06:45:58,49144,1726263958049,144,-1,2018
2024-09-14 06:45:58,50144,1726263958050,144,-1,2081
2024-09-14 06:45:58,51144,1726263958051,144,-1,2143
2024-09-14 06:45:58,52144,1726263958052,144,-1,2174
2024-09-14 06:45:58,53144,1726263958053,145,-1,2236
2024-09-14 06:45:58,54145,1726263958054,145,-1,2267
2024-09-14 06:45:58,55145,1726263958055,145,-1,2299
2024-09-14 06:45:58,56145,1726263958056,145,-1,2330
2024-09-14 06:45:58,57146,1726263958057,146,-1,2330
2024-09-14 06:45:58,58146,1726263958058,146,-1,2361
2024-09-14 06:45:58,59146,1726263958059,146,-1,2361
2024-09-14 06:45:58,60146,1726263958060,146,-1,2361
2024-09-14 06:45:58,61146,1726263958061,146,-1,2361
2024-09-14 06:45:58,62147,1726263958062,147,-1,2361
2024-09-14 06:45:58,63147,1726263958063,147,-1,2330
2024-09-14 06:45:58,64147,1726263958064,147,-1,2299
2024-09-14 06:45:58,65147,1726263958065,147,-1,2267
2024-09-14 06:45:58,66148,1726263958066,148,-1,2236
2024-09-14 06:45:58,67148,1726263958067,148,-1,2205
2024-09-14 06:45:58,68148,1726263958068,148,-1,2143
2024-09-14 06:45:58,69149,1726263958069,148,-1,2081
2024-09-14 06:45:58,70149,1726263958070,149,-1,2049
2024-09-14 06:45:58,71149,1726263958071,149,-1,1987
2024-09-14 06:45:58,72149,1726263958072,149,-1,1925
2024-09-14 06:45:58,73149,1726263958073,149,-1,1832
2024-09-14 06:45:58,74150,1726263958074,150,-1,1769
2024-09-14 06:45:58,75150,1726263958075,150,-1,1676
2024-09-14 06:45:58,76150,1726263958076,150,-1,1614
2024-09-14 06:45:58,77150,1726263958077,150,-1,1520
2024-09-14 06:45:58,78151,1726263958078,151,-1,1427
2024-09-14 06:45:58,79151,1726263958079,151,-1,1302
2024-09-14 06:45:58,80151,1726263958080,151,-1,1178
2024-09-14 06:45:58,81151,1726263958081,151,-1,1084
2024-09-14 06:45:58,82152,1726263958082,152,-1,960
2024-09-14 06:45:58,83152,1726263958083,152,-1,835
2024-09-14 06:45:58,84152,1726263958084,152,-1,711
2024-09-14 06:45:58,85152,1726263958085,152,-1,555
2024-09-14 06:45:58,86153,1726263958086,153,-1,430
2024-09-14 06:45:58,87153,1726263958087,153,-1,275
2024-09-14 06:45:58,88153,1726263958088,153,-1,119
2024-09-14 06:45:58,89153,1726263958089,153,0,9932
2024-09-14 06:45:58,90154,1726263958090,154,0,9745
2024-09-14 06:45:58,91154,1726263958091,154,0,9590
2024-09-14 06:45:58,92154,1726263958092,154,0,9403
2024-09-14 06:45:58,93154,1726263958093,154,0,9216
2024-09-14 06:45:58,94155,1726263958094,155,0,9029
2024-09-14 06:45:58,95155,1726263958095,155,0,8842
2024-09-14 06:45:58,96155,1726263958096,155,0,8625
2024-09-14 06:45:58,97155,1726263958097,155,0,8407
2024-09-14 06:45:58,98155,1726263958098,156,0,8189
2024-09-14 06:45:58,99156,1726263958099,156,0,7971
2024-09-14 06:45:58,100156,1726263958100,156,0,7753
2024-09-14 06:45:58,101156,1726263958101,156,0,7535
2024-09-14 06:45:58,102156,1726263958102,156,0,7286
2024-09-14 06:45:58,103157,1726263958103,157,0,7037
2024-09-14 06:45:58,104157,1726263958104,157,0,6788
2024-09-14 06:45:58,105157,1726263958105,157,0,6570
2024-09-14 06:45:58,106158,1726263958106,157,0,6321
2024-09-14 06:45:58,107158,1726263958107,158,0,6071
2024-09-14 06:45:58,108158,1726263958108,158,0,5822
2024-09-14 06:45:58,109158,1726263958109,158,0,5573
2024-09-14 06:45:58,110158,1726263958110,158,0,5262
2024-09-14 06:45:58,111159,1726263958111,159,0,5013
2024-09-14 06:45:58,112159,1726263958112,159,0,4764
2024-09-14 06:45:58,113159,1726263958113,159,0,4484
2024-09-14 06:45:58,114159,1726263958114,159,0,4234
2024-09-14 06:45:58,115160,1726263958115,160,0,3985
2024-09-14 06:45:58,116160,1726263958116,160,0,3736
2024-09-14 06:45:58,117160,1726263958117,160,0,3487
2024-09-14 06:45:58,118160,1726263958118,160,0,3207
2024-09-14 06:45:58,119161,1726263958119,161,0,2927
2024-09-14 06:45:58,120161,1726263958120,161,0,2678
2024-09-14 06:45:58,121161,1726263958121,161,0,2397
2024-09-14 06:45:58,122161,1726263958122,161,0,2148
2024-09-14 06:45:58,123162,1726263958123,162,0,1837
2024-09-14 06:45:58,124162,1726263958124,162,0,1557
2024-09-14 06:45:58,125162,1726263958125,162,0,1277
2024-09-14 06:45:58,126162,1726263958126,162,0,965
2024-09-14 06:45:58,127163,1726263958127,163,0,654
2024-09-14 06:45:58,128163,1726263958128,163,0,374
2024-09-14 06:45:58,129163,1726263958129,163,0,93
2024-09-14 06:45:58,130163,1726263958130,163,0,218
2024-09-14 06:45:58,131164,1726263958131,164,0,529
2024-09-14 06:45:58,132164,1726263958132,164,0,810
2024-09-14 06:45:58,133164,1726263958133,164,0,1121
2024-09-14 06:45:58,134164,1726263958134,164,0,1370
2024-09-14 06:45:58,135164,1726263958135,165,0,1650
2024-09-14 06:45:58,136165,1726263958136,165,0,1899
2024-09-14 06:45:58,137165,1726263958137,165,0,2148
2024-09-14 06:45:58,138165,1726263958138,165,0,2429
2024-09-14 06:45:58,139166,1726263958139,166,0,2678
2024-09-14 06:45:58,140166,1726263958140,166,0,2989
2024-09-14 06:45:58,141166,1726263958141,166,0,3300
2024-09-14 06:45:58,142166,1726263958142,166,0,3612
2024-09-14 06:45:58,143167,1726263958143,167,0,3892
2024-09-14 06:45:58,144167,1726263958144,167,0,4172
2024-09-14 06:45:58,145167,1726263958145,167,0,4421
2024-09-14 06:45:58,146167,1726263958146,167,0,4701
2024-09-14 06:45:58,147167,1726263958147,167,0,5013
2024-09-14 06:45:58,148168,1726263958148,168,0,5293
2024-09-14 06:45:58,149168,1726263958149,168,0,5542
2024-09-14 06:45:58,150168,1726263958150,168,0,5791
2024-09-14 06:45:58,151169,1726263958151,168,0,6009
2024-09-14 06:45:58,152169,1726263958152,169,0,6196
2024-09-14 06:45:58,153169,1726263958153,169,0,6414
2024-09-14 06:45:58,154169,1726263958154,169,0,6601
2024-09-14 06:45:58,155169,1726263958155,169,0,6819
2024-09-14 06:45:58,156170,1726263958156,170,0,7037
2024-09-14 06:45:58,157170,1726263958157,170,0,7255
2024-09-14 06:45:58,158170,1726263958158,170,0,7504
2024-09-14 06:45:58,159170,1726263958159,170,0,7690
2024-09-14 06:45:58,160171,1726263958160,171,0,7971
2024-09-14 06:45:58,161171,1726263958161,171,0,8251
2024-09-14 06:45:58,162171,1726263958162,171,0,8562
2024-09-14 06:45:58,163171,1726263958163,171,0,8842
2024-09-14 06:45:58,164172,1726263958164,172,0,9154
2024-09-14 06:45:58,165172,1726263958165,172,0,9465
2024-09-14 06:45:58,166172,1726263958166,172,0,9745
2024-09-14 06:45:58,167172,1726263958167,172,1,57
2024-09-14 06:45:58,168173,1726263958168,173,1,368
2024-09-14 06:45:58,169173,1726263958169,173,1,648
2024-09-14 06:45:58,170173,1726263958170,173,1,929
2024-09-14 06:45:58,171173,1726263958171,173,1,1209
2024-09-14 06:45:58,172173,1726263958172,174,1,1458
2024-09-14 06:45:58,173174,1726263958173,174,1,1707
2024-09-14 06:45:58,174174,1726263958174,174,1,1956
2024-09-14 06:45:58,175174,1726263958175,174,1,2174
2024-09-14 06:45:58,176175,1726263958176,175,1,2392
2024-09-14 06:45:58,177175,1726263958177,175,1,2610
2024-09-14 06:45:58,178175,1726263958178,175,1,2797
2024-09-14 06:45:58,179175,1726263958179,175,1,3015
2024-09-14 06:45:58,180176,1726263958180,176,1,3233
2024-09-14 06:45:58,181176,1726263958181,176,1,3451
2024-09-14 06:45:58,182176,1726263958182,176,1,3668
2024-09-14 06:45:58,183176,1726263958183,176,1,3886
2024-09-14 06:45:58,184176,1726263958184,177,1,4104
2024-09-14 06:45:58,185177,1726263958185,177,1,4322
2024-09-14 06:45:58,186177,1726263958186,177,1,4509
2024-09-14 06:45:58,187177,1726263958187,177,1,4727
2024-09-14 06:45:58,188178,1726263958188,177,1,4945
2024-09-14 06:45:58,189178,1726263958189,178,1,5132
2024-09-14 06:45:58,190178,1726263958190,178,1,5350
2024-09-14 06:45:58,191178,1726263958191,178,1,5537
2024-09-14 06:45:58,192178,1726263958192,178,1,5755
2024-09-14 06:45:58,193179,1726263958193,179,1,5941
2024-09-14 06:45:58,194179,1726263958194,179,1,6128
2024-09-14 06:45:58,195179,1726263958195,179,1,6315
2024-09-14 06:45:58,196179,1726263958196,179,1,6502
2024-09-14 06:45:58,197180,1726263958197,180,1,6689
2024-09-14 06:45:58,198180,1726263958198,180,1,6844
2024-09-14 06:45:58,199180,1726263958199,180,1,7000
2024-09-14 06:45:58,200181,1726263958200,180,1,7125
2024-09-14 06:45:58,201181,1726263958201,181,1,7280
2024-09-14 06:45:58,202181,1726263958202,181,1,7405
2024-09-14 06:45:58,203181,1726263958203,181,1,7529
2024-09-14 06:45:58,204181,1726263958204,181,1,7654
2024-09-14 06:45:58,205182,1726263958205,182,1,7747
2024-09-14 06:45:58,206182,1726263958206,182,1,7872
2024-09-14 06:45:58,207182,1726263958207,182,1,7996
2024-09-14 06:45:58,208182,1726263958208,182,1,8090
2024-09-14 06:45:58,209183,1726263958209,183,1,8214
2024-09-14 06:45:58,210183,1726263958210,183,1,8277
2024-09-14 06:45:58,211183,1726263958211,183,1,8339
2024-09-14 06:45:58,212183,1726263958212,183,1,8432
2024-09-14 06:45:58,213184,1726263958213,184,1,8495
2024-09-14 06:45:58,214184,1726263958214,184,1,8588
2024-09-14 06:45:58,215184,1726263958215,184,1,8650
2024-09-14 06:45:58,216184,1726263958216,184,1,8712
2024-09-14 06:45:58,217185,1726263958217,185,1,8775
2024-09-14 06:45:58,218185,1726263958218,185,1,8806
2024-09-14 06:45:58,219185,1726263958219,185,1,8868
2024-09-14 06:45:58,220185,1726263958220,185,1,8899
2024-09-14 06:45:58,221185,1726263958221,186,1,8930
2024-09-14 06:45:58,222186,1726263958222,186,1,8962
2024-09-14 06:45:58,223186,1726263958223,186,1,8993
2024-09-14 06:45:58,224186,1726263958224,186,1,8993
2024-09-14 06:45:58,225187,1726263958225,187,1,8993
2024-09-14 06:45:58,226187,1726263958226,187,1,8993
2024-09-14 06:45:58,227187,1726263958227,187,1,8993
2024-09-14 06:45:58,228187,1726263958228,187,1,8993
2024-09-14 06:45:58,229187,1726263958229,188,1,8993
2024-09-14 06:45:58,230188,1726263958230,188,1,8993
2024-09-14 06:45:58,231188,1726263958231,188,1,8962
2024-09-14 06:45:58,232188,1726263958232,188,1,8930
2024-09-14 06:45:58,233188,1726263958233,188,1,8899
2024-09-14 06:45:58,234189,1726263958234,189,1,8868
2024-09-14 06:45:58,235189,1726263958235,189,1,8806
2024-09-14 06:45:58,236189,1726263958236,189,1,8744
2024-09-14 06:45:58,237190,1726263958237,189,1,8712
2024-09-14 06:45:58,238190,1726263958238,190,1,8619
2024-09-14 06:45:58,239190,1726263958239,190,1,8557
2024-09-14 06:45:58,240190,1726263958240,190,1,8495
2024-09-14 06:45:58,241190,1726263958241,190,1,8432
2024-09-14 06:45:58,242191,1726263958242,191,1,8339
2024-09-14 06:45:58,243191,1726263958243,191,1,8277
2024-09-14 06:45:58,244191,1726263958244,191,1,8183
2024-09-14 06:45:58,245191,1726263958245,191,1,8090
2024-09-14 06:45:58,246192,1726263958246,192,1,7996
2024-09-14 06:45:58,247192,1726263958247,192,1,7872
2024-09-14 06:45:58,248192,1726263958248,192,1,7747
2024-09-14 06:45:58,249192,1726263958249,192,1,7623
2024-09-14 06:45:58,250193,1726263958250,193,1,7529
2024-09-14 06:45:58,251193,1726263958251,193,1,7405
2024-09-14 06:45:58,252193,1726263958252,193,1,7280
2024-09-14 06:45:58,253193,1726263958253,193,1,7125
2024-09-14 06:45:58,254194,1726263958254,194,1,7000
2024-09-14 06:45:58,255194,1726263958255,194,1,6844
2024-09-14 06:45:58,256194,1726263958256,194,1,6689
2024-09-14 06:45:58,257194,1726263958257,194,1,6502
2024-09-14 06:45:58,258195,1726263958258,195,1,6346
2024-09-14 06:45:58,259195,1726263958259,195,1,6159
2024-09-14 06:45:58,260195,1726263958260,195,1,5973
2024-09-14 06:45:58,261195,1726263958261,195,1,5755
2024-09-14 06:45:58,262196,1726263958262,196,1,5568
2024-09-14 06:45:58,263196,1726263958263,196,1,5350
2024-09-14 06:45:58,264196,1726263958264,196,1,5163
2024-09-14 06:45:58,265196,1726263958265,196,1,4945
2024-09-14 06:45:58,266196,1726263958266,197,1,4727
2024-09-14 06:45:58,267197,1726263958267,197,1,4540
2024-09-14 06:45:58,268197,1726263958268,197,1,4353
2024-09-14 06:45:58,269197,1726263958269,197,1,4136
2024-09-14 06:45:58,270198,1726263958270,198,1,3918
2024-09-14 06:45:58,271198,1726263958271,198,1,3700
2024-09-14 06:45:58,272198,1726263958272,198,1,3482
